 6600.451      2.44E-26
 6598.909      1.77E-26
 6598.816      1.04E-25
 6598.394      8.32E-26
 6598.059      4.93E-26
 6597.921      4.16E-26
 6597.294      2.36E-26
 6596.184      4.81E-25
 6596.11       1.84E-26
 6595.225      7.6E-26
 6594.839      1.7E-25
 6594.096      1.5E-26
 6593.504      1.57E-26
 6593.036      4.7E-26
 6592.931      3.1E-26
 6591.071      3.55E-26
 6590.615      1.77E-26
 6590.381      2.49E-25
 6589.734      5.98E-26
 6588.978      1.61E-26
 6588.735      1.07E-25
 6588.514      1.35E-25
 6588.483      3.12E-25
 6588.375      4.46E-26
 6588.314      7.41E-25
 6587.563      2.36E-25
 6587.472      7.43E-26
 6587.171      3.33E-26
 6587.017      8.89E-26
 6586.5        1.58E-26
 6585.338      4.39E-25
 6585.09       3.15E-25
 6584.578      5.39E-26
 6584.183      1.61E-25
 6583.78       3.79E-26
 6582.776      8.37E-26
 6582.598      6.19E-25
 6582.113      3.08E-26
 6581.745      3.08E-26
 6580.972      1.02E-25
 6580.786      4.3E-26
 6579.908      2.88E-26
 6578.714      2.37E-26
 6578.307      4.04E-26
 6578.211      4.82E-26
 6578.173      5.55E-26
 6577.991      3.04E-26
 6577.805      3.42E-26
 6576.719      4.02E-25
 6576.658      2.34E-24
 6575.551      3.06E-26
 6575.473      4.61E-26
 6575.34       8.98E-26
 6575.292      2.96E-26
 6574.837      1.9E-26
 6574.358      1.54E-26
 6573.939      5.86E-25
 6573.879      1.23E-24
 6573.299      6.7E-26
 6572.784      1.08E-25
 6572.604      2.52E-26
 6572.44       2.02E-25
 6571.873      7.07E-26
 6571.675      2.37E-26
 6571.242      2.02E-25
 6571.156      6.64E-26
 6570.89       8.1E-26
 6570.655      3.88E-25
 6570.557      8.18E-26
 6570.538      2.53E-25
 6570.375      3.86E-26
 6570.367      4.46E-26
 6570.034      2.44E-26
 6569.628      2.51E-26
 6569.581      6.35E-26
 6569.46       3.46E-26
 6568.399      4.46E-26
 6568.36       9.28E-26
 6567.363      6.34E-26
 6566.575      7.48E-26
 6566.38       2.17E-26
 6566.008      1.41E-24
 6565.857      4.73E-25
 6565.32       6.35E-25
 6565.055      1.48E-26
 6564.259      2.78E-25
 6563.962      3.43E-26
 6563.832      3.27E-26
 6563.721      3.38E-26
 6563.561      4.05E-26
 6563.041      1.78E-26
 6562.912      4.94E-25
 6562.631      4.48E-26
 6562.498      3.13E-26
 6562.299      7.22E-25
 6560.96       2.51E-26
 6560.43       1.99E-25
 6559.954      5.56E-25
 6559.881      7.44E-26
 6559.76       3.06E-26
 6559.725      5.36E-26
 6559.669      2.77E-26
 6559.541      2.37E-26
 6558.98       1.23E-24
 6558.121      3.08E-26
 6557.689      5.61E-26
 6557.5        2.38E-26
 6557.205      1.19E-25
 6557.063      2.16E-26
 6556.878      1.02E-25
 6556.564      6.21E-26
 6556.482      3.86E-26
 6556.448      1.1E-25
 6556.047      1.39E-25
 6555.584      7.62E-25
 6554.57       2.09E-25
 6554.429      2.24E-24
 6553.84       3.07E-25
 6553.552      3.09E-26
 6553.449      2.38E-26
 6552.783      2.08E-26
 6551.985      5.95E-26
 6550.989      9.99E-26
 6550.895      9.19E-26
 6550.865      3.57E-26
 6550.426      1.86E-24
 6549.93       1.78E-26
 6549.5        1.02E-24
 6548.822      2.15E-26
 6548.701      2.52E-26
 6547.695      7.1E-26
 6547.575      4.31E-25
 6546.851      7.47E-26
 6546.147      2.68E-26
 6545.706      2.56E-24
 6544.91       3.37E-26
 6544.768      1.27E-25
 6544.111      7.58E-25
 6543.89       6.55E-26
 6543.209      3.13E-26
 6542.238      1.37E-25
 6541.295      9.56E-26
 6540.564      5.46E-26
 6540.039      5.28E-26
 6539.2        6.85E-26
 6538.917      2.68E-26
 6538.589      7.87E-26
 6538.52       6.47E-25
 6537.964      2.49E-26
 6537.789      1.31E-25
 6537.024      2.38E-26
 6536.815      2.52E-25
 6536.452      2.68E-25
 6536.059      2.26E-25
 6535.806      7.67E-25
 6534.154      1.65E-24
 6532.801      4.26E-26
 6532.391      4.85E-25
 6531.529      5.75E-26
 6530.809      1.79E-26
 6529.422      6.34E-26
 6529.367      9.91E-26
 6529.235      6.16E-26
 6527.705      2.94E-26
 6527.581      2.01E-25
 6526.076      3.55E-26
 6525.643      1.44E-24
 6525.447      2.72E-25
 6525.111      4.61E-25
 6524.752      6.75E-26
 6524          3.2E-25
 6523.795      3.89E-26
 6523.689      2.09E-25
 6522.447      4.5E-26
 6521.702      2.09E-26
 6521.332      4.6E-25
 6521.251      1.05E-24
 6521.17       1.81E-25
 6520.958      3.84E-25
 6520.813      1.57E-25
 6520.588      4.92E-26
 6520.516      1.88E-25
 6520.396      5.4E-26
 6519.81       9.15E-25
 6519.351      4.66E-26
 6518.896      3.3E-25
 6518.879      1.2E-24
 6518.433      1.98E-24
 6518.342      1.79E-24
 6518.254      6.59E-25
 6517.788      3.29E-26
 6517.643      7.74E-25
 6517.511      1.15E-25
 6517.315      2.46E-26
 6516.887      3.09E-26
 6516.526      2.6E-24
 6516.093      5.2E-25
 6515.719      4.04E-26
 6515.413      2.72E-25
 6515.388      1.04E-25
 6515.061      2.69E-26
 6514.89       2.69E-26
 6514.05       7.32E-25
 6513.801      5.93E-25
 6513.256      3.59E-26
 6512.516      2.22E-26
 6512.159      3.49E-26
 6511.167      2.19E-26
 6510.65       4.78E-26
 6510.396      9.35E-25
 6510.336      6.3E-26
 6509.636      4.11E-26
 6509.459      2.48E-25
 6507.722      8.05E-26
 6506.003      5.97E-25
 6505.576      3.6E-26
 6505.427      2.06E-25
 6505.373      1.54E-25
 6505.208      4.18E-26
 6504.717      9.91E-26
 6504.399      1.76E-25
 6504.301      7.28E-26
 6503.611      8.71E-26
 6503.252      1.76E-25
 6501.687      9.07E-26
 6500.795      4.82E-26
