0.42313  14.973178745
0.42524  14.9579260139
0.42734  14.9745021701
0.42945  14.9930754155
0.43156  14.988658137
0.43366  14.9759927182
0.43577  14.9837867895
0.43788  15.0055174947
0.43999  15.0065226506
0.44209  15.0081063597
0.4442  14.9986020533
0.44631  15.0275705665
0.44841  15.0090675643
0.45052  15.0283771561
0.45263  15.0346523784
0.45474  15.0163525509
0.45684  15.0235211051
0.45895  15.0121600641
0.46106  15.0424295791
0.46316  15.0332760574
0.46527  15.0398064764
0.46738  15.0250059324
0.46948  15.0146307191
0.47159  15.0275052012
0.4737  15.0193674051
0.47581  15.0166959095
0.47791  15.0560035157
0.48002  15.024862079
0.48213  15.0019236006
0.48423  15.025946982
0.48634  15.0110316799
0.48845  15.0108784287
0.49055  15.0038579815
0.49266  15.0037577591
0.49477  15.0075281457
0.49688  14.9990164272
0.49898  15.0292304138
0.50109  14.998077115
0.5032  14.9894557256
0.5053  14.9888793076
0.50741  14.982099697
0.50952  14.9852007852
0.51162  14.9836689944
0.51373  14.9718092375
0.51584  14.9545458253
0.51795  14.9508614122
0.52005  14.9517153337
0.52216  14.9469739209
0.52427  14.9581641036
0.52637  14.9432776028
0.52848  14.9344112193
0.53059  14.9187605444
0.5327  14.9208843628
0.5348  14.9075526437
0.53691  14.9143960383
0.53902  14.9065716018
0.54112  14.9151591215
0.54323  14.8955822144
0.54534  14.8969992508
0.54744  14.8818573984
0.54955  14.8723442335
0.55166  14.8642483895
0.55377  14.8851768752
0.55587  14.8460088613
0.55798  14.8468333467
0.56009  14.8462213256
0.56219  14.8195945067
0.5643  14.8246745304
0.56641  14.8368247265
0.56851  14.8195220342
0.57062  14.8072679091
0.57273  14.8201000108
0.57484  14.819672881
0.57694  14.8016575058
0.57905  14.7862233477
0.58116  14.7946054935
0.58326  14.7943812372
0.58537  14.7805182388
0.58748  14.7713394947
0.58959  14.7869008984
0.59169  14.7740038472
0.5938  14.7644739095
0.59591  14.7572519401
0.59801  14.7727306823
0.60012  14.7521101674
0.60223  14.7500861251
0.60433  14.7436220997
0.60644  14.7566565137
0.60855  14.7411876117
0.61066  14.7588965264
0.61276  14.7479086909
0.61487  14.7332144197
0.61698  14.7220515871
0.61908  14.7205430961
0.62119  14.739253258
0.6233  14.7416783917
0.6254  14.7313208764
0.62751  14.7249589765
0.62962  14.7293379072
0.63173  14.7297505414
0.63383  14.7218529899
0.63594  14.7274923388
0.63805  14.7229340045
0.64015  14.7087198818
0.64226  14.7309915297
0.64437  14.7222917514
0.64647  14.7321641052
0.64858  14.7406585741
0.65069  14.7417668396
0.6528  14.7245743931
0.6549  14.709193928
0.65701  14.7332953397
0.65912  14.7295406119
0.66122  14.7435904857
0.66333  14.7330612451
0.66544  14.7450475955
0.66755  14.7542917436
0.66965  14.7515996991
0.67176  14.7453432065
0.67387  14.7700505122
0.67597  14.7520276279
0.67808  14.7691533232
0.68019  14.7698067397
0.68229  14.7740305609
0.6844  14.7717838605
