10	2	300	3028.86	NE
11	2	400	3029.07	NA
3	2	3	3029.12	LI
3	2	3	3029.14	LI
24	1	170	3029.16	CR
22	2	140	3029.73	TI
14	2	100	3030	SI
26	1	80	3030.148	FE
24	1	710	3030.24	CR
21	1	360	3030.76	SC
10	2	100	3030.79	NE
25	2	55	3031.06	MN
26	1	60	3031.214	FE
24	1	140	3031.35	CR
5	2	110	3032.26	B
24	2	28	3032.93	CR
23	2	270	3033.45	V
18	2	50	3033.508	AR
23	2	290	3033.82	V
24	1	390	3034.19	CR
10	2	120	3034.46	NE
26	1	60	3034.484	FE
20	1	2	3034.54	CA
14	3	6	3034.73	SI
19	1	0	3034.76	K
19	1	0	3034.92	K
25	2	30	3035.35	MN
10	2	100	3035.92	NE
26	2	40	3036.96	FE
24	1	550	3037.04	CR
11	2	400	3037.08	NA
14	3	8	3037.29	SI
26	1	800	3037.389	FE
10	2	100	3037.72	NE
18	4	6	3037.98	AR
9	3	130	3039.25	F
10	2	100	3039.59	NE
9	3	120	3039.75	F
24	1	80	3039.78	CR
21	2	30	3039.93	SC
25	1	95	3040.6	MN
24	1	550	3040.85	CR
24	2	0	3040.91	CR
14	3	9	3040.93	SI
13	2	150	3041.28	AL
14	2	20	3041.57	SI
26	1	80	3041.637	FE
24	2	55	3041.74	CR
14	2	30	3042.19	SI
25	1	27	3042.73	MN
9	3	160	3042.8	F
8	3	80	3043.02	O
23	1	230	3043.12	V
25	1	85	3043.36	MN
23	1	230	3043.56	V
14	2	100	3043.69	SI
14	2	10	3043.85	SI
14	3	7	3043.93	SI
10	2	100	3044.09	NE
25	1	330	3044.57	MN
23	1	230	3044.94	V
14	3	5	3045.08	SI
10	2	100	3045.56	NE
25	1	120	3045.59	MN
11	2	400	3045.6	NA
21	2	70	3045.72	SC
20	1	2	3045.74	CA
14	2	10	3045.77	SI
4	2	10	3046.52	BE
22	2	110	3046.68	TI
4	2	30	3046.69	BE
25	1	200	3047.04	MN
8	3	200	3047.13	O
10	2	120	3047.56	NE
26	1	800	3047.604	FE
23	2	230	3048.22	V
14	2	50	3048.3	SI
25	1	40	3048.86	MN
9	3	150	3049.14	F
13	1	360	3050.07	AL
24	2	110	3050.14	CR
25	2	30	3050.65	MN
23	1	170	3050.89	V
19	3	6	3052.07	K
21	2	85	3052.93	SC
14	2	150	3053.18	SI
23	2	180	3053.39	V
23	1	450	3053.65	V
11	2	550	3053.67	NA
24	1	710	3053.88	CR
10	2	100	3054.34	NE
25	1	250	3054.36	MN
10	2	100	3054.68	NE
13	1	60	3054.68	AL
18	3	12	3054.82	AR
20	1	3	3055.32	CA
11	2	550	3055.35	NA
11	2	550	3056.16	NA
21	1	120	3056.31	SC
23	1	1200	3056.33	V
22	2	130	3056.74	TI
19	3	5	3056.84	K
13	1	450	3057.14	AL
11	2	550	3057.38	NA
22	2	130	3057.4	TI
26	1	600	3057.446	FE
11	2	550	3057.95	NA
17	2	950	3057.96	CL
22	2	170	3058.09	TI
11	2	550	3058.72	NA
26	1	1000	3059.086	FE
10	2	100	3059.11	NE
8	3	110	3059.3	O
24	2	24	3059.52	CR
22	2	85	3059.74	TI
9	2	120	3059.99	F
11	2	700	3060.25	NA
23	1	1400	3060.46	V
11	2	800	3061.35	NA
25	1	140	3062.12	MN
19	2	5	3062.18	K
10	2	100	3062.49	NE
17	4	500	3063.13	CL
23	2	140	3063.25	V
10	2	100	3063.3	NE
8	4	460	3063.42	O
13	1	90	3064.29	AL
11	2	500	3064.38	NA
18	3	10	3064.77	AR
24	1	85	3065.07	CR
21	2	130	3065.11	SC
25	1	170	3066.02	MN
13	1	60	3066.14	AL
11	2	500	3066.22	NA
22	2	1300	3066.22	TI
22	2	0	3066.35	TI
23	1	2400	3066.38	V
11	2	500	3066.54	NA
23	2	200	3067.12	V
24	2	28	3067.16	CR
26	1	250	3067.244	FE
14	3	7	3068.24	SI
23	1	140	3069.64	V
25	1	170	3070.27	MN
10	2	100	3070.89	NE
22	2	70	3071.24	TI
17	2	1300	3071.32	CL
10	2	100	3071.53	NE
20	1	2	3071.57	CA
8	4	410	3071.61	O
22	2	600	3072.11	TI
22	2	1100	3072.97	TI
25	1	160	3073.13	MN
24	1	85	3073.68	CR
23	1	170	3073.82	V
11	2	550	3074.33	NA
13	2	150	3074.64	AL
22	2	1600	3075.22	TI
23	1	100	3075.27	V
26	1	120	3075.719	FE
10	2	100	3075.73	NE
17	4	600	3076.68	CL
20	1	2	3076.95	CA
18	4	8	3077.4	AR
24	1	55	3077.83	CR
18	3	10	3078.15	AR
7	4	90	3078.25	N
11	2	550	3078.32	NA
22	2	2300	3078.64	TI
25	1	90	3079.63	MN
11	2	550	3080.25	NA
20	1	2	3080.79	CA
25	1	50	3081.33	MN
25	1	23	3082.05	MN
23	1	150	3082.11	V
13	1	4500	3082.153	AL
14	3	25	3086.24	SI
14	3	6	3086.46	SI
11	2	550	3087.06	NA
22	2	3600	3088.02	TI
10	2	120	3088.17	NE
11	2	450	3088.26	NA
22	2	180	3089.4	TI
80	3	15	3090.05	HG
4	1	0	3090.3	BE
12	1	20	3091.08	MG
26	1	120	3091.577	FE
11	2	550	3092.04	NA
10	2	100	3092.09	NE
17	2	1400	3092.19	CL
13	1	7200	3092.71	AL
11	2	550	3092.73	NA
13	1	1800	3092.839	AL
10	2	120	3092.9	NE
12	1	22	3092.99	MG
23	2	3800	3093.11	V
18	2	50	3093.402	AR
14	3	20	3093.42	SI
14	3	5	3093.65	SI
10	2	100	3094.01	NE
23	2	200	3094.2	V
11	2	650	3094.45	NA
10	2	100	3095.1	NE
11	2	650	3095.55	NA
24	1	28	3095.86	CR
14	3	16	3096.83	SI
12	1	14	3096.9	MG
25	1	40	3097.06	MN
10	2	100	3097.13	NE
22	2	180	3097.19	TI
16	4	110	3097.5	S
26	1	80	3098.189	FE
20	1	2	3099.3	CA
26	1	100	3099.895	FE
26	1	100	3099.968	FE
26	1	60	3100.303	FE
26	1	100	3100.665	FE
22	1	180	3100.67	TI
23	2	180	3100.94	V
19	1	4	3101.79	K
19	1	3	3102.04	K
23	2	3000	3102.3	V
11	2	500	3103.58	NA
22	2	230	3103.8	TI
11	2	500	3104.4	NA
17	3	600	3104.46	CL
12	2	9	3104.71	MG
12	2	8	3104.81	MG
19	2	6	3105	K
22	2	230	3105.08	TI
22	2	260	3106.23	TI
22	1	70	3106.81	TI
24	1	28	3109.34	CR
18	3	7	3110.41	AR
22	2	50	3110.67	TI
25	1	40	3110.68	MN
23	2	2600	3110.71	V
4	1	10	3110.81	BE
24	1	28	3110.86	CR
4	1	10	3110.92	BE
4	1	20	3110.99	BE
11	2	450	3111.45	NA
22	1	50	3112.48	TI
9	3	140	3113.62	F
11	2	500	3113.69	NA
9	3	160	3115.7	F
22	2	140	3117.67	TI
16	4	40	3117.7	S
10	2	100	3117.98	NE
10	2	120	3118.16	NE
23	2	2000	3118.38	V
24	2	240	3118.65	CR
24	1	45	3119.25	CR
20	3	19	3119.67	CA
24	1	40	3119.71	CR
22	1	720	3119.72	TI
22	2	0	3119.8	TI
4	1	0	3120	BE
24	2	430	3120.37	CR
23	2	380	3121.14	V
9	3	180	3121.54	F
8	3	80	3121.71	O
24	2	28	3122.6	CR
8	2	160	3122.62	O
23	2	150	3122.9	V
11	2	400	3122.94	NA
22	1	190	3123.07	TI
17	2	1200	3123.72	CL
11	2	1700	3124.42	NA
9	3	140	3124.79	F
24	2	470	3124.94	CR
24	2	0	3125.02	CR
20	2	10	3125.18	CA
11	2	600	3125.21	NA
23	2	1500	3125.28	V
80	1	400	3125.67	HG
80	1	400	3125.67	HG
10	1	10	3126.199	NE
23	2	260	3126.22	V
14	3	6	3126.27	SI
18	3	7	3127.9	AR
24	2	120	3128.7	CR
11	2	600	3129.38	NA
8	2	220	3129.44	O
23	2	530	3130.27	V
4	2	480	3130.42	BE
22	2	240	3130.8	TI
4	2	320	3131.07	BE
80	1	320	3131.55	HG
80	1	320	3131.551	HG
80	1	320	3131.84	HG
80	1	320	3131.842	HG
24	2	590	3132.06	CR
8	3	110	3132.86	O
23	2	410	3133.33	V
9	3	140	3134.23	F
8	2	450	3134.82	O
23	2	210	3134.93	V
11	2	2500	3135.48	NA
4	1	0	3136	BE
20	1	5	3136.02	CA
26	3	10	3136.43	FE
23	2	150	3136.51	V
24	2	140	3136.68	CR
11	2	1700	3137.86	NA
8	2	285	3138.44	O
17	3	800	3139.34	CL
23	2	150	3139.74	V
21	2	45	3139.75	SC
20	1	6	3140.79	CA
10	2	300	3141.33	NE
22	1	140	3141.54	TI
22	1	95	3141.67	TI
23	2	200	3142.48	V
10	2	100	3143.72	NE
22	2	220	3143.76	TI
3	1	0	3144	LI
8	5	160	3144.66	O
23	2	150	3145.34	V
11	2	950	3145.71	NA
9	3	140	3146.99	F
24	2	140	3147.23	CR
14	3	7	3147.37	SI
22	2	240	3148.04	TI
25	1	60	3148.18	MN
24	1	85	3148.44	CR
10	2	100	3148.68	NE
11	2	2000	3149.28	NA
14	4	7	3149.56	SI
4	1	0	3150	BE
20	1	7	3150.75	CA
22	2	240	3152.25	TI
9	2	140	3153.49	F
22	2	240	3154.2	TI
26	2	12	3154.2	FE
24	1	100	3155.15	CR
3	2	3	3155.31	LI
3	2	4	3155.33	LI
22	2	240	3155.67	TI
20	2	170	3158.87	CA
4	1	0	3160.6	BE
25	1	90	3161.04	MN
22	2	500	3161.2	TI
14	3	8	3161.61	SI
22	2	780	3161.77	TI
22	2	1000	3162.57	TI
4	1	0	3163	BE
11	2	2000	3163.74	NA
24	1	100	3163.76	CR
10	2	100	3164.43	NE
10	2	100	3165.65	NE
14	4	9	3165.71	SI
17	4	200	3167.87	CL
4	1	0	3168	BE
22	2	1600	3168.52	TI
12	2	6	3168.98	MG
12	2	6	3172.71	MG
26	3	10	3174.09	FE
9	3	180	3174.17	F
9	3	170	3174.76	F
11	2	700	3175.09	NA
15	5	700	3175.09	P
26	1	80	3175.445	FE
12	2	7	3175.78	MG
26	3	10	3175.99	FE
26	3	10	3178.01	FE
25	1	140	3178.5	MN
11	2	1000	3179.06	NA
5	2	70	3179.33	B
20	2	180	3179.33	CA
20	1	5	3180.52	CA
4	2	0	3180.7	BE
24	2	240	3180.7	CR
20	2	150	3181.28	CA
24	2	30	3181.43	CR
23	1	3200	3183.41	V
23	1	5300	3183.98	V
26	1	150	3184.895	FE
14	3	16	3185.13	SI
23	1	3800	3185.4	V
14	3	13	3186.02	SI
15	3	250	3186.186	P
22	1	2400	3186.45	TI
4	1	0	3187	BE
23	2	410	3187.71	V
2	1	20	3187.74	HE
24	1	65	3188.01	CR
23	2	530	3188.51	V
10	2	100	3188.74	NE
14	2	150	3188.97	SI
11	2	1700	3189.79	NA
19	2	5	3190.07	K
23	2	750	3190.68	V
22	2	1000	3190.87	TI
17	3	900	3191.45	CL
26	1	250	3191.659	FE
22	1	3100	3191.99	TI
14	2	50	3192.25	SI
14	2	150	3193.09	SI
26	1	500	3193.226	FE
26	1	800	3193.299	FE
4	1	20	3193.81	BE
14	2	50	3194.21	SI
10	2	120	3194.58	NE
14	2	50	3194.69	SI
14	2	100	3195.41	SI
26	2	12	3196.08	FE
3	2	1	3196.26	LI
3	2	9	3196.33	LI
3	2	4	3196.36	LI
14	3	14	3196.5	SI
26	1	200	3196.928	FE
24	2	220	3197.08	CR
4	2	20	3197.1	BE
4	2	30	3197.15	BE
22	2	50	3197.52	TI
12	1	2	3197.62	MG
23	1	530	3198.01	V
24	1	24	3198.11	CR
10	2	500	3198.59	NE
3	2	5	3199.33	LI
3	2	2	3199.43	LI
26	1	80	3199.5	FE
14	2	200	3199.51	SI
22	1	3800	3199.92	TI
18	1	8	3200.37	AR
26	1	60	3200.47	FE
19	3	6	3201.95	K
23	1	750	3202.38	V
14	2	20	3202.49	SI
22	2	780	3202.54	TI
9	2	170	3202.76	F
2	2	3	3202.96	HE
2	2	15	3203.1	HE
22	2	50	3203.44	TI
22	1	240	3203.83	TI
14	2	100	3203.87	SI
15	5	520	3204.04	P
22	1	50	3204.87	TI
26	1	50	3205.398	FE
23	1	450	3205.58	V
23	1	450	3207.41	V
80	2	400	3208.2	HG
13	4	500	3208.2	AL
24	2	30	3208.59	CR
4	1	20	3208.6	BE
10	2	60	3208.96	NE
24	2	170	3209.18	CR
19	3	6	3209.34	K
10	2	120	3209.36	NE
8	4	160	3209.66	O
20	1	7	3209.96	CA
14	2	200	3210.03	SI
14	3	15	3210.55	SI
26	1	50	3211.67	FE
26	1	100	3211.88	FE
11	2	1600	3212.19	NA
23	1	410	3212.43	V
25	1	220	3212.88	MN
22	2	110	3213.14	TI
26	2	13	3213.31	FE
10	2	120	3213.74	NE
9	3	120	3214	F
26	1	200	3214.011	FE
22	1	260	3214.24	TI
10	2	150	3214.33	NE
26	1	200	3214.396	FE
14	2	75	3214.66	SI
22	2	190	3214.75	TI
20	1	8	3215.17	CA
20	1	6	3215.34	CA
26	1	60	3215.938	FE
14	3	7	3216.25	SI
25	1	65	3216.95	MN
22	2	1100	3217.06	TI
23	2	210	3217.11	V
19	1	7	3217.16	K
26	1	50	3217.377	FE
24	2	140	3217.4	CR
19	1	6	3217.62	K
22	1	110	3217.94	TI
14	2	15	3217.99	SI
10	2	150	3218.19	NE
22	2	260	3218.27	TI
22	1	110	3219.21	TI
15	3	300	3219.307	P
26	1	80	3219.583	FE
26	1	60	3219.766	FE
4	1	0	3220	BE
14	2	10	3220.44	SI
19	2	4	3220.6	K
22	1	110	3221.38	TI
26	1	300	3222.045	FE
22	2	1300	3222.84	TI
14	2	20	3223.01	SI
22	1	220	3223.52	TI
22	2	240	3224.24	TI
10	2	120	3224.82	NE
26	1	600	3225.78	FE
20	1	9	3225.9	CA
22	1	140	3226.13	TI
20	1	6	3226.15	CA
26	2	13	3227.73	FE
26	1	80	3227.796	FE
25	1	1000	3228.09	MN
22	2	530	3228.6	TI
22	2	780	3229.19	TI
24	1	30	3229.2	CR
22	2	530	3229.42	TI
10	2	120	3229.57	NE
4	1	60	3229.63	BE
10	2	200	3230.07	NE
10	2	120	3230.42	NE
26	2	20	3230.42	FE
14	3	12	3230.5	SI
25	1	300	3230.72	MN
22	2	110	3231.32	TI
10	2	120	3232.02	NE
22	2	240	3232.28	TI
10	2	150	3232.37	NE
3	1	17	3232.66	LI
26	1	80	3233.05	FE
4	2	2	3233.52	BE
15	3	150	3233.536	P
15	3	400	3233.602	P
14	3	14	3233.95	SI
26	1	50	3233.967	FE
24	2	28	3234.06	CR
16	3	70	3234.2	S
22	2	6600	3234.52	TI
26	1	120	3234.613	FE
11	2	700	3234.93	NA
22	2	220	3236.12	TI
26	1	300	3236.222	FE
22	2	5200	3236.57	TI
25	1	850	3236.78	MN
24	1	65	3237.73	CR
23	2	150	3237.87	V
8	3	80	3238.57	O
22	2	4100	3239.04	TI
26	1	100	3239.433	FE
22	2	220	3239.66	TI
4	2	10	3241.62	BE
14	3	15	3241.62	SI
4	2	30	3241.83	BE
22	2	2600	3241.99	TI
10	2	100	3243.4	NE
18	2	20	3243.689	AR
25	1	330	3243.78	MN
10	2	100	3244.1	NE
26	1	80	3244.187	FE
14	4	1	3244.19	SI
24	1	120	3245.54	CR
26	1	80	3246.005	FE
10	2	100	3248.34	NE
25	1	650	3248.52	MN
22	2	1200	3248.6	TI
3	2	0	3249.87	LI
10	2	100	3250.36	NE
25	1	100	3251.14	MN
21	2	990	3251.32	SC
24	1	130	3251.84	CR
22	2	950	3251.91	TI
22	2	1200	3252.91	TI
25	1	310	3252.95	MN
14	3	7	3253.4	SI
14	3	5	3253.74	SI
25	1	65	3254.04	MN
22	2	1200	3254.25	TI
26	1	60	3254.36	FE
23	2	140	3254.77	V
14	3	7	3254.8	SI
21	1	1500	3255.69	SC
25	1	310	3256.14	MN
24	1	130	3257.82	CR
11	2	1500	3257.96	NA
25	1	220	3258.41	MN
14	3	12	3258.66	SI
24	1	95	3259.98	CR
11	2	650	3260.21	NA
25	1	180	3260.23	MN
8	3	200	3260.98	O
22	2	1200	3261.6	TI
23	1	140	3263.24	V
80	2	400	3264.06	HG
9	2	140	3264.08	F
25	1	180	3264.71	MN
26	1	80	3265.046	FE
8	3	300	3265.46	O
26	1	50	3265.617	FE
26	3	13	3266.88	FE
13	4	500	3267.21	AL
8	3	80	3267.31	O
23	2	1100	3267.7	V
4	1	15	3269.02	BE
21	1	4400	3269.91	SC
14	3	6	3270.46	SI
8	2	220	3270.98	O
26	1	50	3271	FE
23	2	900	3271.12	V
22	2	310	3271.65	TI
22	2	310	3272.08	TI
8	2	220	3273.52	O
21	1	5500	3273.63	SC
11	2	950	3274.22	NA
4	2	100	3274.58	BE
4	2	30	3274.67	BE
20	1	5	3274.67	CA
26	3	11	3276.08	FE
23	2	750	3276.12	V
14	3	10	3276.26	SI
8	2	220	3277.69	O
22	2	200	3278.29	TI
19	3	6	3278.79	K
22	2	260	3278.92	TI
14	3	7	3279.26	SI
23	2	110	3279.84	V
26	1	50	3280.26	FE
22	2	220	3282.33	TI
4	1	30	3282.91	BE
80	3	5	3283.02	HG
23	4	50	3284.56	V
13	4	600	3285.13	AL
11	2	1700	3285.6	NA
18	3	25	3285.85	AR
20	1	6	3286.07	CA
26	1	150	3286.75	FE
25	3	100	3287.49	MN
8	2	360	3287.59	O
22	2	530	3287.66	TI
26	3	10	3288.81	FE
19	3	6	3289.06	K
17	3	700	3289.8	CL
19	2	5	3290.65	K
22	1	290	3292.08	TI
18	2	25	3293.64	AR
24	2	30	3295.43	CR
25	1	65	3296.88	MN
10	2	150	3297.73	NE
23	1	140	3298.14	V
25	1	65	3298.22	MN
12	3	12	3299.05	MG
22	1	170	3299.41	TI
11	2	1700	3301.35	NA
18	3	20	3301.88	AR
11	1	19	3302.37	NA
11	1	18	3302.98	NA
11	2	1500	3304.96	NA
8	2	160	3305.15	O
26	3	9	3305.22	FE
26	1	120	3305.97	FE
3	2	0	3306.28	LI
26	1	200	3306.343	FE
12	3	13	3306.39	MG
8	2	160	3306.6	O
22	1	170	3306.88	TI
24	2	24	3307.02	CR
18	2	20	3307.228	AR
20	2	10	3308.02	CA
22	1	220	3308.39	TI
22	2	220	3308.81	TI
15	2	150	3308.92	P
22	1	260	3309.5	TI
22	1	60	3309.73	TI
10	2	150	3309.74	NE
18	3	15	3311.25	AR
80	3	12	3312.28	HG
8	3	80	3312.3	O
22	1	110	3312.69	TI
22	1	840	3314.42	TI
22	1	0	3314.52	TI
22	2	290	3315.32	TI
17	2	1900	3315.43	CL
20	2	20	3316.51	CA
22	2	330	3318.02	TI
11	2	1000	3318.04	NA
18	1	7	3319.34	AR
10	2	300	3319.72	NE
17	3	700	3320.57	CL
25	1	65	3320.69	MN
4	1	30	3321.01	BE
4	1	30	3321.09	BE
4	1	220	3321.34	BE
22	2	550	3321.7	TI
19	3	6	3322.4	K
22	2	2900	3322.94	TI
5	2	110	3323.18	B
18	3	7	3323.59	AR
5	2	110	3323.6	B
10	2	1000	3323.74	NE
24	2	55	3324.06	CR
16	3	70	3324.9	S
24	1	28	3326.59	CR
22	2	380	3326.76	TI
10	2	150	3327.15	NE
11	2	950	3327.69	NA
24	2	30	3328.35	CR
24	1	30	3329.05	CR
17	3	800	3329.06	CL
17	2	1200	3329.1	CL
10	2	100	3329.16	NE
22	2	2100	3329.46	TI
23	1	110	3329.86	V
12	1	17	3329.93	MG
25	1	70	3330.67	MN
25	2	200	3330.78	MN
22	2	550	3332.11	TI
12	1	6	3332.15	MG
14	2	300	3333.14	SI
23	4	60	3334.79	V
10	2	200	3334.84	NE
22	2	1800	3335.2	TI
12	3	12	3335.9	MG
18	3	25	3336.13	AR
24	2	95	3336.33	CR
25	2	100	3336.39	MN
12	1	9	3336.68	MG
26	3	9	3339.39	FE
24	2	130	3339.8	CR
14	2	500	3339.82	SI
22	2	1100	3340.34	TI
17	3	900	3340.42	CL
8	3	110	3340.74	O
80	1	80	3341.48	HG
80	1	80	3341.481	HG
22	1	5700	3341.88	TI
22	1	120	3342.15	TI
12	3	11	3342.58	MG
24	2	110	3342.59	CR
21	2	110	3343.28	SC
24	1	30	3343.34	CR
22	2	260	3343.77	TI
10	2	150	3344.4	NE
13	4	400	3344.46	AL
20	1	10	3344.51	CA
18	3	20	3344.72	AR
19	2	6	3345.32	K
4	1	20	3345.43	BE
10	2	300	3345.45	NE
10	2	150	3345.83	NE
24	1	95	3346.02	CR
22	2	330	3346.73	TI
24	1	95	3346.74	CR
20	2	10	3347.04	CA
15	4	650	3347.736	P
24	2	95	3347.84	CR
8	4	230	3348.08	O
13	3	360	3348.52	AL
22	2	4300	3349.04	TI
24	1	65	3349.07	CR
8	4	270	3349.11	O
24	1	55	3349.32	CR
22	2	12000	3349.41	TI
20	1	11	3350.21	CA
20	1	9	3350.36	CA
13	3	290	3350.88	AL
18	2	25	3350.924	AR
24	1	30	3351.6	CR
24	1	55	3351.97	CR
21	2	270	3352.05	SC
22	1	120	3352.94	TI
24	1	55	3353.03	CR
24	2	0	3353.13	CR
17	2	2500	3353.35	CL
21	2	9900	3353.73	SC
8	4	160	3354.27	O
2	1	1	3354.55	HE
22	1	4100	3354.64	TI
22	3	12	3354.71	TI
10	2	200	3355.02	NE
26	1	400	3355.227	FE
26	1	80	3355.517	FE
21	2	65	3357.3	SC
10	2	120	3357.82	NE
22	1	290	3358.28	TI
18	3	15	3358.49	AR
24	2	170	3358.5	CR
21	2	2000	3359.68	SC
24	2	160	3360.3	CR
10	2	200	3360.6	NE
22	1	290	3360.99	TI
22	2	7200	3361.21	TI
22	1	0	3361.26	TI
21	2	1700	3361.27	SC
18	3	7	3361.28	AR
12	3	12	3361.41	MG
24	2	65	3361.77	CR
22	1	120	3361.84	TI
20	1	12	3361.92	CA
21	2	1700	3361.94	SC
20	1	9	3362.14	CA
10	2	120	3362.16	NE
24	1	55	3362.21	CR
10	2	100	3362.71	NE
19	3	6	3364.22	K
15	4	570	3364.467	P
25	2	30	3365.02	MN
23	1	110	3365.55	V
10	2	120	3367.22	NE
7	3	120	3367.34	N
4	1	60	3367.63	BE
20	3	15	3367.79	CA
24	2	430	3368.05	CR
21	2	4000	3368.95	SC
26	1	60	3369.546	FE
10	1	12	3369.808	NE
10	1	40	3369.908	NE
22	1	1100	3370.44	TI
26	1	120	3370.783	FE
15	4	400	3371.122	P
22	1	4300	3371.45	TI
10	2	100	3371.8	NE
21	2	6600	3372.15	SC
22	2	140	3372.21	TI
20	3	19	3372.67	CA
22	2	5700	3372.8	TI
18	1	7	3373.47	AR
19	2	6	3373.6	K
22	2	60	3374.35	TI
8	4	200	3375.4	O
24	1	30	3376.4	CR
18	2	25	3376.436	AR
8	2	220	3377.2	O
22	1	2900	3377.48	TI
22	1	0	3377.58	TI
23	1	110	3377.62	V
8	4	130	3378.06	O
10	2	500	3378.22	NE
24	2	55	3378.34	CR
26	1	50	3378.678	FE
24	1	30	3379.17	CR
22	1	290	3379.22	TI
24	2	30	3379.37	CR
24	2	95	3379.83	CR
26	1	50	3380.11	FE
22	2	1400	3380.28	TI
19	2	6	3380.62	K
8	4	360	3381.2	O
12	3	10	3381.24	MG
22	1	170	3382.31	TI
24	2	140	3382.68	CR
12	3	11	3382.9	MG
22	2	5700	3383.76	TI
26	1	60	3383.978	FE
19	2	6	3384.86	K
80	2	100	3385.25	HG
8	4	360	3385.52	O
22	1	170	3385.66	TI
22	1	1400	3385.95	TI
12	3	11	3387.37	MG
22	2	1400	3387.84	TI
26	2	12	3388.13	FE
10	2	150	3388.42	NE
18	2	25	3388.531	AR
22	2	60	3388.76	TI
10	2	120	3388.94	NE
80	3	8	3389.01	HG
8	2	285	3390.25	O
22	1	140	3390.68	TI
24	2	95	3391.43	CR
18	3	15	3391.85	AR
26	1	50	3392.304	FE
26	1	150	3392.651	FE
22	1	140	3392.71	TI
10	2	300	3392.8	NE
17	3	800	3392.89	CL
24	2	55	3392.99	CR
3	0	0	3393	LI
17	3	800	3393.45	CL
18	1	7	3393.73	AR
24	2	70	3393.84	CR
24	2	55	3394.3	CR
22	2	1100	3394.58	TI
8	4	270	3396.79	O
22	1	60	3398.63	TI
26	1	150	3399.333	FE
25	2	30	3400.12	MN
23	1	170	3400.4	V
24	2	30	3402.4	CR
22	2	60	3402.42	TI
24	2	170	3403.32	CR
8	4	360	3403.52	O
19	2	6	3404.24	K
26	1	80	3404.353	FE
10	2	100	3404.82	NE
4	2	0	3405.6	BE
10	2	120	3406.95	NE
22	2	60	3407.2	TI
8	2	220	3407.38	O
26	1	500	3407.458	FE
24	2	360	3408.76	CR
8	4	230	3409.66	O
22	2	95	3409.81	TI
8	2	160	3409.84	O
8	4	410	3411.69	O
26	1	250	3413.131	FE
10	2	100	3413.15	NE
15	4	200	3413.543	P
8	4	230	3413.64	O
9	2	140	3414.65	F
9	2	150	3416.45	F
21	1	90	3416.68	SC
9	2	140	3416.8	F
10	2	120	3416.91	NE
9	2	160	3417	F
18	3	7	3417.49	AR
10	2	120	3417.69	NE
10	1	50	3417.904	NE
10	1	15	3418.006	NE
21	1	130	3418.51	SC
15	2	125	3419.34	P
21	1	65	3419.36	SC
19	3	6	3420.82	K
24	2	210	3421.21	CR
19	3	4	3421.83	K
24	2	270	3422.74	CR
18	3	9	3424.25	AR
26	1	60	3424.284	FE
15	2	100	3425	P
23	1	110	3425.07	V
11	1	6	3426.86	NA
26	1	500	3427.119	FE
10	2	120	3428.69	NE
26	1	60	3428.748	FE
