1150	12.354247
1155	9.928268
1160	8.410753
1165	7.509275
1170	6.67068
1175	6.781011
1180	7.357984
1185	6.85236
1190	4.872262
1195	3.911742
1200	3.635705
1205	3.118013
1210	3.574178
1215	4.025427
1220	2.568774
1225	1.621761
1230	1.946986
1235	3.440087
1240	7.304927
1245	10.425267
1250	9.33257
1255	8.277149
1260	8.26959
1265	8.999817
1270	9.816989
1275	10.038819
1280	10.157413
1285	10.720798
1290	11.27099
1295	11.288293
1300	10.213554
1305	9.725484
1310	10.801042
1315	11.241415
1320	11.143845
1325	11.355783
1330	10.81262
1335	9.796715
1340	10.036439
1345	11.388572
1350	11.94284
1355	11.697521
1360	10.939327
1365	10.472205
1370	10.386893
1375	10.265371
1380	10.594095
1385	9.101425
1390	9.106222
1395	10.218836
1400	12.030488
1405	12.692549
1410	12.465882
1415	12.188085
1420	11.972627
1425	12.549244
1430	12.381
1435	13.183895
1440	12.588732
1445	12.072426
1450	11.745475
1455	11.344063
1460	11.55809
1465	12.287302
1470	13.342228
1475	13.789039
1480	14.373831
1485	14.915152
1490	15.405516
1495	14.876936
1500	13.815476
1505	14.26436
1510	14.894167
1515	14.642174
1520	14.612108
1525	13.73827
1530	10.425825
1535	5.192809
1540	4.034249
1545	8.733002
1550	16.761051
1555	20.603991
1560	17.648708
1565	14.894928
1570	14.415968
1575	14.725375
1580	14.549064
1585	14.076339
1590	13.778352
1595	13.536096
1600	13.048507
1605	12.583019
1610	12.014565
1615	12.153325
1620	12.099739
1625	12.197218
1630	12.31281
1635	12.549278
1640	12.834955
1645	13.522785
1650	13.270918
1655	12.011052
1660	11.829187
1665	12.65026
1670	12.388281
1675	12.455683
1680	13.185306
1685	13.291745
1690	13.062643
1695	12.934876
1700	12.634619
1705	12.162938
1710	10.960016
1715	10.233763
1720	11.535001
1725	12.728098
1730	12.800633
1735	12.909595
1740	12.77024
1745	12.601005
1750	12.427034
1755	12.51368
1760	12.520302
1765	12.271631
1770	12.151934
1775	12.350992
1780	12.207653
1785	11.225578
1790	9.867487
1795	10.754947
1800	11.228872
1805	10.871095
1810	10.663568
1815	10.98725
1820	11.055533
1825	10.850305
1830	10.662852
1835	10.525848
1840	10.271605
1845	10.132284
1850	9.780405
1855	9.36336
1860	9.375544
1865	9.483219
1870	9.344897
1875	9.076859
1880	9.020525
1885	8.78304
1890	8.64758
1895	8.541557
1900	8.310987
1905	8.013688
1910	7.91383
1915	7.650915
1920	7.274323
1925	7.102759
1930	7.157187
1935	7.082033
1940	6.943686
1945	6.773274
1950	6.621999
1955	6.383287
1960	6.088006
1965	5.908768
1970	5.727754
1975	5.799105
1980	5.645377
1985	5.521245
1990	5.106112
1995	4.82686
2000	5.111944
2005	4.885216
