# File generated by CMD 2.2 (http://stev.oapd.inaf.it/cmd) on Sun Mar 14 15:55:16 CET 2010
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# BCs of Carbon stars derive from Loidl et al. (2001)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00800		Age = 	3.981e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.60	56.1218070984	36.8406	5.9060	4.3972	2.6332	-9.995	-8.865	-7.811	-7.577	-7.476	-7.332	-6.988	-6.883	-6.792	0.4787	0.0000	2.1	1	-12.426	3.3363380432
	6.60	56.1223869324	36.8332	5.9061	4.3935	2.6183	-9.995	-8.876	-7.828	-7.595	-7.494	-7.352	-7.009	-6.906	-6.816	0.4787	0.0000	2.1	1	-12.426	3.3363380432
	6.60	56.1229019165	36.8265	5.9061	4.3893	2.6012	-9.995	-8.889	-7.848	-7.616	-7.516	-7.374	-7.035	-6.932	-6.843	0.4787	0.0000	2.2	1	-12.427	3.3363380432
	6.60	56.1234817505	36.8190	5.9062	4.3849	2.5836	-9.995	-8.902	-7.868	-7.638	-7.538	-7.397	-7.061	-6.958	-6.870	0.4787	0.0000	2.3	1	-12.427	3.3363380432
	6.60	56.1240043640	36.8123	5.9062	4.3810	2.5679	-9.996	-8.913	-7.886	-7.657	-7.558	-7.418	-7.084	-6.982	-6.895	0.4787	0.0000	2.3	1	-12.427	3.3363380432
	6.60	56.1245803833	36.8049	5.9063	4.3775	2.5538	-9.996	-8.924	-7.902	-7.674	-7.576	-7.437	-7.105	-7.004	-6.917	0.4787	0.0000	2.4	1	-12.427	3.3363380432
	6.60	56.1251029968	36.7964	5.9063	4.3741	2.5401	-9.996	-8.934	-7.918	-7.691	-7.594	-7.455	-7.125	-7.025	-6.939	0.4787	0.0000	2.5	1	-12.427	3.3363380432
	6.60	56.1256790161	36.7871	5.9063	4.3710	2.5274	-9.996	-8.944	-7.933	-7.707	-7.610	-7.473	-7.145	-7.045	-6.960	0.4787	0.0000	2.5	1	-12.427	3.3363380432
	6.60	56.1261978149	36.7786	5.9064	4.3682	2.5159	-9.996	-8.953	-7.947	-7.722	-7.626	-7.489	-7.162	-7.063	-6.978	0.4787	0.0000	2.6	1	-12.427	3.3363380432
	6.60	56.1267738342	36.7693	5.9063	4.3654	2.5046	-9.996	-8.962	-7.961	-7.737	-7.641	-7.505	-7.179	-7.080	-6.996	0.4787	0.0000	2.6	1	-12.427	3.3363380432
