5912.014 0.044 0.06
5912.510 0.011 0.06
5912.559 0.021 0.06
5912.610 0.011 0.06
5912.687 0.046 0.06
5912.709 0.025 0.06
5912.997 0.234 0.06
5913.796 0.010 0.06
5914.195 0.150 0.06
5914.484 0.017 0.06
5914.904 0.026 0.06
5914.939 0.101 0.06
5915.437 0.153 0.06
5915.633 0.130 0.06
5915.847 0.011 0.06
5916.025 0.039 0.06
5916.585 0.072 0.06
5916.763 0.014 0.06
5917.389 0.074 0.06
5917.951 0.031 0.06
5918.021 0.024 0.06
5918.370 0.016 0.06
5918.405 0.034 0.06
5918.405 0.207 0.06
5918.459 0.163 0.06
5918.960 0.069 0.06
5919.055 0.425 0.06
5919.111 0.024 0.06
5919.620 0.050 0.06
5919.648 0.540 0.06
5920.162 0.035 0.06
5920.562 0.164 0.06
5921.153 0.035 0.06
5921.654 0.049 0.06
5922.370 0.067 0.06
5922.515 0.240 0.06
5922.717 0.068 0.06
5923.182 0.045 0.06
5923.648 0.201 0.06
5923.747 0.073 0.06
5923.832 0.274 0.06
5924.275 0.353 0.06
5924.751 0.026 0.06
5924.991 0.150 0.06
5925.024 0.074 0.06
5926.601 0.011 0.06
5926.627 0.024 0.06
5928.293 0.227 0.06
5928.812 0.032 0.06
5928.899 0.015 0.06
5929.124 0.053 0.06
5929.410 0.024 0.06
5930.599 0.047 0.06
5931.008 0.043 0.06
5932.094 0.389 0.06
5932.783 0.218 0.06
5933.020 0.013 0.06
5933.659 0.017 0.06
5933.730 0.012 0.06
5933.933 0.018 0.06
5934.091 0.050 0.06
5935.193 0.041 0.06
5935.822 0.116 0.06
5937.126 0.013 0.06
5937.349 0.012 0.06
5937.433 0.022 0.06
5937.943 0.037 0.06
5938.057 0.096 0.06
5938.599 0.025 0.06
5939.971 0.074 0.06
5940.158 0.010 0.06
5940.422 0.173 0.06
5940.880 0.068 0.06
5941.086 0.498 0.06
5941.249 0.049 0.06
5941.442 0.013 0.06
5941.631 0.352 0.06
5942.288 0.067 0.06
5942.410 0.131 0.06
5942.433 0.136 0.06
5942.568 0.446 0.06
5942.684 0.018 0.06
5942.684 0.018 0.06
5944.253 0.013 0.06
5944.313 0.198 0.06
5944.737 0.176 0.06
5945.257 0.064 0.06
5945.319 0.071 0.06
5945.653 0.155 0.06
5945.884 0.034 0.06
5945.951 0.023 0.06
5946.009 0.429 0.06
5946.630 0.029 0.06
5946.852 0.196 0.06
5947.058 0.318 0.06
5947.079 0.072 0.06
5947.455 0.017 0.06
5948.214 0.020 0.06
5948.214 0.019 0.06
5948.251 0.025 0.06
5948.764 0.053 0.06
5949.017 0.039 0.06
5949.175 0.366 0.06
5949.431 0.016 0.06
5949.603 0.024 0.06
5949.678 0.057 0.06
5949.768 0.014 0.06
5949.826 0.138 0.06
5950.150 0.042 0.06
5950.340 0.116 0.06
5950.860 0.020 0.06
5950.965 0.050 0.06
5951.222 0.021 0.06
5951.311 0.017 0.06
5951.505 0.124 0.06
5952.827 0.020 0.06
5953.478 0.043 0.06
5954.378 0.014 0.06
5954.954 0.207 0.06
5955.800 0.018 0.06
5956.356 0.115 0.06
5956.779 0.041 0.06
5956.779 0.040 0.06
5956.834 0.010 0.06
5957.174 0.016 0.06
5957.884 0.325 0.06
5958.174 0.018 0.06
5958.254 0.189 0.06
5958.630 0.251 0.06
5958.838 0.024 0.06
5959.162 0.024 0.06
5959.310 0.029 0.06
5959.701 0.013 0.06
5959.994 0.067 0.06
5961.442 0.051 0.06
5962.156 0.025 0.06
5962.467 0.125 0.06
5964.941 0.048 0.06
5965.911 0.018 0.06
5966.198 0.031 0.06
5966.229 0.017 0.06
5966.329 0.071 0.06
5966.666 0.204 0.06
5967.233 0.014 0.06
5967.312 0.050 0.06
5967.675 0.050 0.06
5967.835 0.251 0.06
5968.056 0.029 0.06
5968.278 0.288 0.06
5968.412 0.041 0.06
5969.038 0.105 0.06
5970.060 0.148 0.06
5970.671 0.015 0.06
5971.312 0.012 0.06
5971.351 0.194 0.06
5974.270 0.056 0.06
5975.106 0.194 0.06
5975.192 0.075 0.06
5975.927 0.030 0.06
5976.523 0.067 0.06
5976.871 0.033 0.06
5977.008 0.163 0.06
5977.066 0.106 0.06
5977.390 0.030 0.06
5977.452 0.035 0.06
5977.801 0.126 0.06
5977.873 0.034 0.06
5977.963 0.023 0.06
5978.093 0.015 0.06
5978.158 0.011 0.06
5978.997 0.015 0.06
5979.233 0.010 0.06
5980.157 0.056 0.06
5980.511 0.025 0.06
5980.733 0.016 0.06
5981.229 0.058 0.06
5981.682 0.019 0.06
5981.887 0.021 0.06
5981.983 0.013 0.06
5982.841 0.013 0.06
5983.298 0.017 0.06
5984.151 0.013 0.06
5984.276 0.022 0.06
5984.963 0.024 0.06
5985.226 0.131 0.06
5987.014 0.037 0.06
5987.044 0.045 0.06
5987.144 0.011 0.06
5988.097 0.036 0.06
5988.550 0.082 0.06
5988.605 0.019 0.06
5989.290 0.108 0.06
5990.417 0.011 0.06
5990.546 0.017 0.06
5990.617 0.048 0.06
5990.852 0.125 0.06
5992.003 0.126 0.06
5993.050 0.036 0.06
5993.648 0.013 0.06
5993.919 0.027 0.06
5994.522 0.067 0.06
5994.580 0.027 0.06
5996.504 0.013 0.06
5997.349 0.086 0.06
5998.114 0.012 0.06
5998.234 0.026 0.06
5999.651 0.013 0.06
5999.689 0.011 0.06
5999.728 0.090 0.06
5999.854 0.013 0.06
6000.153 0.025 0.06
6001.537 0.018 0.06
6002.138 0.024 0.06
6002.640 0.039 0.06
6002.909 0.013 0.06
6003.873 0.025 0.06
6004.657 0.039 0.06
6004.895 0.015 0.06
6007.015 0.014 0.06
6008.075 0.015 0.06
6008.394 0.011 0.06
6009.356 0.039 0.06
6011.709 0.011 0.06
6011.924 0.010 0.06
6012.755 0.014 0.06
6015.034 0.016 0.06
6015.602 0.034 0.06
6015.829 0.036 0.06
6015.861 0.021 0.06
6015.999 0.023 0.06
6019.119 0.024 0.06
6023.986 0.015 0.06
6028.513 0.010 0.06
6031.320 0.010 0.06
6261.060 0.028 0.06
6262.264 0.012 0.06
6267.605 0.040 0.06
6267.849 0.020 0.06
6268.601 0.015 0.06
6270.247 0.021 0.06
6271.937 0.020 0.06
6272.371 0.032 0.06
6272.463 0.025 0.06
6274.805 0.015 0.06
6275.280 0.041 0.06
6276.451 0.017 0.06
6277.500 0.055 0.06
6277.979 0.069 0.06
6278.033 0.074 0.06
6278.104 0.026 0.06
6278.344 0.019 0.06
6280.979 0.016 0.06
6281.628 0.030 0.06
6282.505 0.086 0.06
6282.760 0.016 0.06
6284.885 0.012 0.06
6285.749 0.028 0.06
6285.813 0.107 0.06
6287.230 0.016 0.06
6287.954 0.022 0.06
6289.151 0.048 0.06
6290.846 0.036 0.06
6292.617 0.099 0.06
6294.659 0.063 0.06
6297.270 0.092 0.06
6299.250 0.023 0.06
6305.234 0.017 0.06
6309.408 0.026 0.06
6312.463 0.013 0.06
6312.883 0.021 0.06
6315.086 0.011 0.06
6316.323 0.085 0.06
6317.215 0.065 0.06
6317.437 0.029 0.06
6319.761 0.021 0.06
6319.866 0.026 0.06
6319.950 0.062 0.06
6321.333 0.033 0.06
6322.369 0.014 0.06
6322.559 0.011 0.06
6323.782 0.046 0.06
6323.862 0.025 0.06
6323.918 0.025 0.06
6326.422 0.013 0.06
6326.614 0.013 0.06
6328.708 0.012 0.06
6330.018 0.012 0.06
6332.070 0.051 0.06
6333.231 0.025 0.06
6336.104 0.017 0.06
6341.261 0.022 0.06
6342.402 0.076 0.06
6345.562 0.011 0.06
6347.010 0.061 0.06
6347.304 0.031 0.06
6350.716 0.058 0.06
6351.583 0.022 0.06
6355.303 0.026 0.06
6357.833 0.017 0.06
6358.984 0.014 0.06
6359.062 0.010 0.06
6359.407 0.013 0.06
6361.242 0.047 0.06
6361.718 0.012 0.06
6368.453 0.035 0.06
6371.257 0.025 0.06
6371.562 0.042 0.06
6372.221 0.014 0.06
6379.278 0.013 0.06
6382.548 0.018 0.06
6397.535 0.012 0.06
6400.343 0.010 0.06
6408.167 0.022 0.06
6408.656 0.010 0.06
6414.362 0.014 0.06
6416.982 0.018 0.06
6419.480 0.020 0.06
6424.928 0.032 0.06
6425.562 0.011 0.06
6430.329 0.019 0.06
6432.869 0.015 0.06
6432.963 0.043 0.06
6434.566 0.031 0.06
6438.736 0.010 0.06
6439.470 0.015 0.06
6440.166 0.022 0.06
6441.642 0.015 0.06
6443.067 0.014 0.06
6443.589 0.027 0.06
6444.341 0.020 0.06
6444.910 0.017 0.06
6445.351 0.012 0.06
6446.426 0.012 0.06
6447.930 0.055 0.06
6449.595 0.030 0.06
6451.457 0.017 0.06
6453.158 0.011 0.06
6453.904 0.020 0.06
6454.153 0.062 0.06
6454.768 0.019 0.06
6455.123 0.014 0.06
6456.876 0.010 0.06
6456.993 0.011 0.06
6457.098 0.034 0.06
6457.448 0.023 0.06
6458.687 0.043 0.06
6458.816 0.017 0.06
6458.876 0.147 0.06
6459.686 0.086 0.06
6459.988 0.053 0.06
6460.203 0.030 0.06
6460.238 0.017 0.06
6460.712 0.011 0.06
6460.955 0.021 0.06
6461.847 0.080 0.06
6462.016 0.035 0.06
6463.210 0.027 0.06
6463.480 0.107 0.06
6463.777 0.027 0.06
6464.420 0.164 0.06
6465.329 0.015 0.06
6465.510 0.014 0.06
6466.133 0.048 0.06
6466.267 0.080 0.06
6466.371 0.012 0.06
6466.715 0.080 0.06
6467.550 0.015 0.06
6467.577 0.077 0.06
6467.878 0.056 0.06
6467.916 0.034 0.06
6467.979 0.031 0.06
6468.354 0.039 0.06
6468.827 0.012 0.06
6469.359 0.102 0.06
6469.613 0.011 0.06
6469.641 0.175 0.06
6469.997 0.112 0.06
6470.866 0.017 0.06
6471.157 0.025 0.06
6472.468 0.187 0.06
6472.512 0.022 0.06
6472.608 0.074 0.06
6473.176 0.236 0.06
6473.604 0.013 0.06
6474.120 0.049 0.06
6474.575 0.016 0.06
6475.055 0.291 0.06
6475.204 0.330 0.06
6475.818 0.581 0.06
6476.574 0.055 0.06
6477.014 0.121 0.06
6477.097 0.012 0.06
6477.332 0.061 0.06
6477.505 0.035 0.06
6479.187 0.162 0.06
6479.481 0.090 0.06
6479.510 0.014 0.06
6480.060 0.446 0.06
6480.238 0.020 0.06
6480.978 0.040 0.06
6481.664 0.065 0.06
6483.245 0.443 0.06
6483.665 0.033 0.06
6483.770 0.159 0.06
6483.915 0.177 0.06
6483.990 0.062 0.06
6484.461 0.023 0.06
6484.666 0.080 0.06
6485.550 0.104 0.06
6485.683 0.029 0.06
6486.103 0.014 0.06
6486.779 0.237 0.06
6487.356 0.028 0.06
6487.562 0.038 0.06
6488.029 0.082 0.06
6489.137 0.147 0.06
6490.794 0.472 0.06
6490.817 0.038 0.06
6490.937 0.014 0.06
6492.911 0.334 0.06
6492.932 0.043 0.06
6493.242 0.107 0.06
6494.416 0.077 0.06
6495.357 0.011 0.06
6495.874 0.486 0.06
6497.485 0.063 0.06
6497.604 0.126 0.06
6499.900 0.017 0.06
6501.463 0.022 0.06
6501.823 0.016 0.06
6502.513 0.012 0.06
6502.610 0.029 0.06
6502.924 0.022 0.06
6503.583 0.026 0.06
6503.638 0.036 0.06
6504.213 0.102 0.06
6505.937 0.014 0.06
6507.670 0.040 0.06
6508.546 0.018 0.06
6508.605 0.193 0.06
6512.010 0.137 0.06
6512.259 0.117 0.06
6513.620 0.046 0.06
6514.303 0.086 0.06
6514.735 0.531 0.06
6515.719 0.014 0.06
6515.852 0.175 0.06
6516.463 0.134 0.06
6516.550 0.386 0.06
6516.640 0.382 0.06
6517.087 0.186 0.06
6517.110 0.048 0.06
6518.016 0.183 0.06
6518.726 0.031 0.06
6519.022 0.026 0.06
6519.164 0.057 0.06
6519.377 0.028 0.06
6519.459 0.237 0.06
6519.537 0.070 0.06
6521.897 0.030 0.06
6522.207 0.054 0.06
6523.316 0.074 0.06
6523.655 0.047 0.06
6523.848 0.299 0.06
6525.786 0.033 0.06
6527.571 0.017 0.06
6530.595 0.078 0.06
6532.358 0.354 0.06
6534.010 0.174 0.06
6534.262 0.036 0.06
6534.656 0.042 0.06
6535.017 0.038 0.06
6535.991 0.019 0.06
6536.722 0.107 0.06
6536.791 0.012 0.06
6537.403 0.012 0.06
6539.497 0.018 0.06
6540.441 0.025 0.06
6542.090 0.011 0.06
6542.311 0.141 0.06
6542.332 0.027 0.06
6542.969 0.022 0.06
6543.908 0.544 0.06
6545.051 0.014 0.06
6545.775 0.071 0.06
6545.894 0.011 0.06
6547.698 0.209 0.06
6548.625 0.392 0.06
6549.095 0.018 0.06
6549.189 0.018 0.06
6550.180 0.011 0.06
6552.040 0.050 0.06
6552.628 0.460 0.06
6552.767 0.033 0.06
6553.783 0.157 0.06
6554.245 0.024 0.06
6554.645 0.012 0.06
6554.672 0.011 0.06
6555.080 0.019 0.06
6555.403 0.020 0.06
6557.177 0.246 0.06
6558.079 0.014 0.06
6558.149 0.094 0.06
6558.626 0.031 0.06
6560.494 0.104 0.06
6560.517 0.011 0.06
6561.108 0.076 0.06
6562.454 0.044 0.06
6563.516 0.102 0.06
6564.052 0.073 0.06
6564.203 0.274 0.06
6564.770 0.013 0.06
6565.559 0.010 0.06
6566.555 0.015 0.06
6568.565 0.013 0.06
6568.736 0.060 0.06
6568.849 0.068 0.06
6569.083 0.014 0.06
6569.347 0.010 0.06
6569.434 0.029 0.06
6570.066 0.011 0.06
6570.633 0.026 0.06
6570.977 0.017 0.06
6571.491 0.010 0.06
6572.072 0.248 0.06
6572.133 0.094 0.06
6573.530 0.015 0.06
6574.850 0.426 0.06
6574.912 0.079 0.06
6579.165 0.019 0.06
6580.789 0.132 0.06
6582.374 0.024 0.06
6583.279 0.048 0.06
6583.529 0.070 0.06
6585.206 0.017 0.06
6585.662 0.012 0.06
6585.754 0.035 0.06
6586.504 0.149 0.06
6586.562 0.010 0.06
6586.670 0.040 0.06
6586.701 0.030 0.06
6586.923 0.018 0.06
6587.923 0.015 0.06
6588.571 0.034 0.06
6593.027 0.025 0.06
6593.412 0.014 0.06
6594.371 0.075 0.06
6596.578 0.011 0.06
6597.001 0.015 0.06
6599.294 0.011 0.06
6599.325 0.107 0.06
6599.670 0.020 0.06
6601.972 0.034 0.06
6602.152 0.051 0.06
6603.593 0.012 0.06
6605.561 0.038 0.06
6609.562 0.013 0.06
6611.807 0.013 0.06
6612.438 0.014 0.06
6612.540 0.041 0.06
6621.369 0.012 0.06
6626.360 0.026 0.06
6628.080 0.012 0.06
6633.127 0.012 0.06
6640.925 0.011 0.06
6642.294 0.012 0.06
6642.905 0.015 0.06
6643.902 0.014 0.06
6648.861 0.015 0.06

