1150	42.407425
1155	33.094707
1160	28.105522
1165	25.259573
1170	23.153645
1175	24.109468
1180	24.31525
1185	21.637413
1190	15.523624
1195	15.515518
1200	14.822867
1205	9.351143
1210	3.558274
1215	1.119698
1220	3.599699
1225	7.804561
1230	7.713953
1235	11.432046
1240	27.092165
1245	34.812096
1250	28.976881
1255	26.714216
1260	27.774818
1265	28.833733
1270	30.116142
1275	30.850407
1280	30.438484
1285	31.034836
1290	31.457289
1295	30.977301
1300	29.491348
1305	30.492313
1310	32.370758
1315	31.232496
1320	29.531504
1325	31.091269
1330	31.309933
1335	28.186846
1340	26.719275
1345	27.371384
1350	28.054155
1355	27.318346
1360	26.515944
1365	26.669899
1370	26.033829
1375	24.476685
1380	21.890242
1385	18.727989
1390	19.659313
1395	24.3125
1400	29.305035
1405	30.045202
1410	26.677095
1415	24.274874
1420	24.378708
1425	23.134026
1430	23.735548
1435	25.449806
1440	24.470655
1445	23.394642
1450	22.774652
1455	21.742226
1460	21.503277
1465	22.600733
1470	23.983444
1475	25.212008
1480	26.115294
1485	27.164072
1490	28.0959
1495	27.201332
1500	24.50246
1505	24.986588
1510	26.657597
1515	25.79269
1520	24.660095
1525	22.055025
1530	19.058975
1535	12.369664
1540	7.832278
1545	10.71628
1550	21.291166
1555	26.845823
1560	22.731327
1565	20.181852
1570	20.239647
1575	21.018057
1580	20.371601
1585	20.612638
1590	20.629747
1595	20.012148
1600	18.424767
1605	17.089897
1610	16.416096
1615	17.1071
1620	17.167007
1625	16.714413
1630	16.258451
1635	16.23147
1640	16.311426
1645	17.47019
1650	18.16328
1655	17.045876
1660	16.717417
1665	17.536158
1670	17.893839
1675	18.170853
1680	19.636587
1685	19.329304
1690	18.207499
1695	17.579361
1700	17.296461
1705	17.073406
1710	16.228642
1715	14.57641
1720	14.694257
1725	16.128902
1730	17.354851
1735	18.100166
1740	17.262835
1745	17.571491
1750	17.757542
1755	17.627384
1760	18.55151
1765	18.153305
1770	17.65308
1775	17.451771
1780	17.611177
1785	15.857885
1790	11.025812
1795	14.250124
1800	16.412931
1805	15.958702
1810	15.565578
1815	16.046961
1820	16.934723
1825	16.506197
1830	16.148693
1835	16.109179
1840	15.945634
1845	15.622842
1850	15.041477
1855	14.362033
1860	14.39885
1865	14.592279
1870	14.083439
1875	13.912041
1880	14.302147
1885	14.013246
1890	13.895707
1895	13.668299
1900	13.240902
1905	12.703928
1910	12.442489
1915	12.411217
1920	11.87457
1925	11.515812
1930	11.953981
1935	11.912534
1940	11.673103
1945	11.375293
1950	11.494267
1955	11.48178
1960	10.681927
1965	10.247885
1970	10.701011
1975	10.744381
1980	10.093458
1985	10.191929
1990	9.344323
1995	8.341738
2000	9.144217
2005	9.708358
2010	9.695713
2015	9.527818
2020	8.556144
2025	7.997608
2030	8.014608
2035	8.009953
2040	7.640467
2045	7.274504
2050	6.317981
2055	6.771051
2060	6.659698
2065	6.485349
2070	6.37447
2075	7.166002
2080	6.782075
2085	6.262462
2090	5.954296
2095	5.619604
2100	6.125531
2105	6.336325
2110	5.997372
2115	5.353892
2120	5.200162
2125	5.744336
2130	5.709845
2135	5.25242
2140	4.79767
2145	4.715477
2150	4.370546
2155	5.08949
2160	4.736445
2165	4.30562
2170	4.169085
2175	3.422689
