  1.0 5.00  30000.0
  2.0 4.00  28000.0 
  3.0 3.00  26000.0
  4.0 2.00  24000.0
  6.0 0.70  22500.0
  9.0 0.22  18000.0
 14.0 0.09  16000.0
 20.0 0.00  13000.0
 31.0 0.25  12000.0
 46.0 0.88   9500.0
 59.0 1.53   7500.0
 81.0 2.69   7000.0
 97.0 3.59   7000.0
128.0 4.44   7000.0
137.0 4.83   7000.0
227.0 5.40   6500.0
