999	0	20	6408.65	H2O
999	0	33	6424.88	H2O
999	0	30	6432.97	H2O
999	0	10	6434.57	H2O
999	0	43	6447.93	H2O
999	0	50	6454.14	H2O
999	0	30	6457.11	H2O
999	0	115	6458.85	H2O
999	0	65	6459.9	H2O
999	0	78	6461.9	H2O
999	0	73	6463.49	H2O
999	0	110	6464.42	H2O
999	0	95	6466.24	H2O
999	0	60	6466.7	H2O
999	0	75	6467.75	H2O
999	0	125	6469.58	H2O
999	0	230	6472.5	H2O
999	0	198	6473.18	H2O
999	0	40	6474.12	H2O
999	0	455	6475.14	H2O
999	0	450	6475.81	H2O
999	0	78	6477.11	H2O
999	0	123	6479.22	H2O
999	0	363	6480.07	H2O
999	0	25	6480.98	H2O
999	0	53	6481.68	H2O
999	0	370	6483.24	H2O
999	0	310	6483.86	H2O
999	0	83	6484.64	H2O
999	0	73	6485.56	H2O
999	0	155	6486.78	H2O
999	0	25	6487.54	H2O
999	0	50	6488.04	H2O
999	0	108	6489.13	H2O
999	0	375	6490.79	H2O
999	0	273	6492.92	H2O
999	0	50	6493.24	H2O
999	0	63	6494.39	H2O
999	0	340	6495.86	H2O
999	0	130	6497.56	H2O
999	0	18	6502.65	H2O
999	0	70	6503.62	H2O
999	0	115	6504.22	H2O
999	0	70	6507.67	H2O
999	0	245	6508.59	H2O
999	0	183	6512.01	H2O
999	0	145	6512.27	H2O
999	0	45	6513.64	H2O
999	0	110	6514.32	H2O
999	0	530	6514.74	H2O
999	0	210	6515.86	H2O
999	0	850	6516.57	H2O
999	0	273	6517.1	H2O
999	0	223	6518.03	H2O
999	0	38	6518.74	H2O
999	0	93	6519.16	H2O
999	0	330	6519.45	H2O
999	0	48	6521.92	H2O
999	0	75	6522.21	H2O
999	0	42	6523.327	H2O
999	0	57	6523.656	H2O
999	0	300	6523.843	H2O
999	0	30	6526.05	H2O
999	0	28	6527.79	H2O
999	0	83	6530.598	H2O
999	0	348	6532.359	H2O
999	0	155	6534	H2O
999	0	10	6534.975	H2O
999	0	15	6535.02	H2O
999	0	113	6536.72	H2O
999	0	163	6542.313	H2O
999	0	515	6543.907	H2O
999	0	78	6545.781	H2O
999	0	218	6547.705	H2O
999	0	378	6548.622	H2O
999	0	38	6549.13	H2O
999	0	51	6552.035	H2O
999	0	450	6552.629	H2O
999	0	153	6553.785	H2O
999	0	251	6557.171	H2O
999	0	105	6558.149	H2O
999	0	112	6560.499	H2O
999	0	59	6561.106	H2O
999	0	75	6563.521	H2O
999	0	74	6564.051	H2O
999	0	271	6564.196	H2O
999	0	33	6565.545	H2O
999	0	113	6568.806	H2O
999	0	30	6570.052	H2O
999	0	40	6570.63	H2O
999	0	338	6572.072	H2O
999	0	489	6574.847	H2O
999	0	138	6580.786	H2O
999	0	55	6583.37	H2O
999	0	70	6583.6	H2O
999	0	43	6585.75	H2O
999	0	183	6586.596	H2O
999	0	30	6588.59	H2O
999	0	73	6594.361	H2O
999	0	100	6599.324	H2O
999	0	80	6602.4	H2O
999	0	30	6605.92	H2O
999	0	63	6612.53	H2O
999	0	8	6622.94	H2O
999	0	23	6626.43	H2O
999	0	18	6628.15	H2O
