CoI	3050.5
Y II	3050.5
NeII	3050.57
MnII	3050.66
V II	3050.74
CrII	3050.75
NiI	3050.82
V I	3050.89
CoI	3050.93
W II	3051.3
V II	3051.31
CeII	3051.92
CeII	3051.98
K III	3052.07
V I	3052.19
CrI	3052.23
GdII	3052.51
O IV	3052.54
FeI	3052.78
ScII	3052.93
FeI	3053.07
ArII	3053.2
Y II	3053.27
V II	3053.39
FeI	3053.44
GdII	3053.57
CrII	3053.65
V I	3053.65
NaII	3053.66
ClII	3053.74
CrI	3053.88
V II	3053.89
LaII	3054.02
FeIII	3054.13
V II	3054.24
NiI	3054.32
MnI	3054.36
ZrII	3054.39
HfII	3054.52
NeII	3054.69
AlI	3054.69
CoI	3054.72
ArIII	3054.82
ZrII	3054.84
V I	3054.89
EuII	3054.94
FeI	3054.95
CeII	3055.24
FeI	3055.26
Y II	3055.3
FeII	3055.37
HfII	3055.43
CrII	3055.44
FeIII	3055.55
CeIII	3055.59
V II	3055.94
NaII	3056.16
V I	3056.33
CeIII	3056.56
CrII	3056.68
TiII	3056.74
CeII	3056.78
FeII	3056.8
K III	3056.84
V II	3057.08
AlI	3057.16
CeIII	3057.21
ZrII	3057.22
TiII	3057.4
FeI	3057.45
CeIII	3057.58
NiI	3057.64
FeI	3057.8
CrII	3057.86
ClII	3058
TiII	3058.09
GdII	3058.12
CrI	3058.17
CrII	3058.38
OsI	3058.66
O V	3058.68
AlI	3059.05
MnII	3059.06
FeI	3059.09
NeII	3059.16
C II	3059.24
O III	3059.3
CrII	3059.41
CrII	3059.52
TiII	3059.74
LaII	3059.91
FeII	3060.02
CoI	3060.05
ZrII	3060.11
FeIII	3060.16
RuII	3060.25
V I	3060.46
ScII	3060.53
FeI	3060.55
CrI	3060.63
V I	3060.93
ArII	3060.94
FeI	3060.98
CrII	3061.14
ZrII	3061.33
CrII	3061.59
CrI	3061.65
CoI	3061.82
CoI	3061.98
MnI	3062.12
V II	3062.18
CoI	3062.2
RhII	3062.2
FeII	3062.23
V II	3062.7
FeI	3062.87
N II	3063
CeII	3063.01
FeI	3063.15
V II	3063.25
CoI	3063.25
TiII	3063.28
CuI	3063.41
O IV	3063.46
TiII	3063.5
TaI	3063.56
ZrI	3063.58
ZrII	3063.63
V I	3063.73
FeII	3063.81
CrII	3063.84
NiII	3063.93
FeI	3063.94
AlI	3064.3
CoI	3064.37
NaII	3064.37
NbII	3064.53
NiI	3064.62
ZrII	3064.64
HfII	3064.68
PtI	3064.71
ArIII	3064.77
O III	3065.01
CrI	3065.07
ScII	3065.11
ZrII	3065.2
PdI	3065.3
FeII	3065.32
V II	3065.61
MnI	3066.02
Y II	3066.02
AlI	3066.16
TiII	3066.22
CrII	3066.29
TiII	3066.35
V I	3066.38
FeI	3066.49
V I	3066.51
TiII	3066.51
NaII	3066.54
FeI	3066.69
V II	3066.8
ArII	3066.92
V II	3067.1
FeI	3067.12
GeI	3067.13
CrII	3067.18
CrI	3067.22
CrII	3067.23
FeI	3067.24
HfI	3067.41
BiI	3067.71
FeI	3067.95
O VI	3068
ZrII	3068.02
O III	3068.06
FeI	3068.18
ZrII	3068.32
GdII	3068.64
O III	3068.68
FeII	3068.76
AlVII	3068.8
IrI	3068.9
FeI	3068.93
Y II	3069.26
FeIII	3069.34
V I	3069.65
FeIII	3070.07
V II	3070.12
MnI	3070.27
FeII	3070.59
FeII	3070.69
N II	3070.8
CoVII	3071
CrII	3071.03
NeII	3071.08
FeII	3071.14
FeIII	3071.24
TiII	3071.24
FeII	3071.27
ClII	3071.35
CrII	3071.58
BaI	3071.58
FeII	3071.65
O IV	3071.66
