AlII	3655	7
AlII	3656.32	0
AlII	3703.22	4
AlII	3731.95	1
AlII	3733.91	2
AlII	3734.57	1
AlII	3734.72	0
AlII	3734.81	0
AlII	3738	3
AlII	3753.1	1
AlII	3774.3	0
AlII	3842.04	3
AlII	3842.21	2
AlII	3842.32	1
AlII	3859.33	3
AlII	3866.16	2
AlII	3870.06	0
AlII	3900.68	10
AlII	3938.62	0
AlII	3939.07	0
AlII	3946.41	0
AlII	3983.7	0
AlII	3995.86	5
AlII	3996.08	1
AlII	3996.16	4
AlII	3996.18	0
AlII	3996.32	0
AlII	3996.38	3
AlII	4005.7	0
AlII	4009.58	1
AlII	4026.5	5
AlII	4030.87	0
AlII	4031.14	0
AlII	4031.21	0
AlII	4031.63	0
AlII	4039.3	0
AlII	4039.4	0
AlII	4056.8	0
AlII	4159.41	0
AlII	4159.45	1
AlII	4159.73	1
AlII	4159.81	1
AlII	4160.24	2
AlII	4160.26	3
AlII	4168.42	1
AlII	4168.51	0
AlII	4202.4	2
AlII	4226.83	8
AlII	4226.92	0
AlII	4227.42	1
AlII	4227.51	4
AlII	4227.55	0
AlII	4227.88	0
AlII	4227.95	0
AlII	4228	3
AlII	4237.57	10
AlII	4240.75	3
AlII	4282.97	0
AlII	4307.2	3
AlII	4332	0
AlII	4346.87	0
AlII	4346.92	1
AlII	4347.22	1
AlII	4347.32	1
AlII	4347.79	4
AlII	4347.8	3
AlII	4356.71	2
AlII	4356.81	1
AlII	4432.82	0
AlII	4447.8	3
AlII	4489.87	0
AlII	4585.82	6
AlII	4588.08	0
AlII	4588.19	5
AlII	4589.69	1
AlII	4589.75	4
AlII	4609.7	1
AlII	4629.7	1
AlII	4631.5	0
AlII	4633.2	0
AlII	4635.7	1
AlII	4639.33	0
AlII	4639.38	1
AlII	4639.73	2
AlII	4639.83	1
AlII	4640.36	4
AlII	4640.38	3
AlII	4648.62	1
AlII	4650.54	2
AlII	4650.65	1
AlII	4653	0
AlII	4655.05	0
AlII	4663.05	0
AlII	4666.8	11
AlII	4898.52	2
AlII	4898.76	10
AlII	4899.64	3
AlII	4902.77	5
AlII	4918.98	3
AlII	4962.1	3
AlII	4998.43	10
AlII	5000.97	3
AlII	5085.02	4
AlII	5093.65	2
AlII	5100.34	1
AlII	5144.41	0
AlII	5144.88	0
AlII	5145	1
AlII	5145.65	1
AlII	5158.19	1
AlII	5276.42	2
AlII	5276.81	2
AlII	5277.68	2
AlII	5278.62	3
AlII	5280.21	6
AlII	5283.77	8
AlII	5285.85	6
AlII	5310.76	2
AlII	5312.32	5
AlII	5316.07	7
AlII	5324.61	4
AlII	5371.84	6
AlII	5388.48	1
AlII	5502.88	3
AlII	5593.23	10
AlII	5613.19	3
AlII	5853.62	5
AlII	5861.53	4
AlII	5867.81	3
AlII	5971.94	7
AlII	5999.7	2
AlII	5999.83	3
AlII	6001.18	1
AlII	6001.81	8
AlII	6006.42	10
AlII	6066.32	3
AlII	6066.44	2
AlII	6068.46	8
AlII	6073.23	10
AlII	6181.57	5
AlII	6181.68	6
AlII	6182.28	8
AlII	6182.45	7
AlII	6183.42	10
AlII	6201.52	10
AlII	6201.7	9
AlII	6226.18	8
AlII	6231.78	9
AlII	6243.36	10
AlII	6335.74	10
AlII	6495.45	0
AlII	6609.64	0
AlII	6696.39	0
AlII	6699.46	0
AlII	6775.97	0
AlII	6816.68	1
AlII	6823.48	5
AlII	6837.14	8
AlII	6917.93	1
AlII	6919.96	0
AlII	7042.06	10
AlII	7056.6	5
AlII	7063.64	1
AlII	7131.29	0
AlII	7134.66	0
AlII	7138.81	0
AlII	7449.42	5
AlII	7471.41	9
AlII	7526.2	0
AlII	7624.48	0
AlII	7627.85	1
AlII	7635.33	2
AlII	7709.78	0
AlII	7812.31	0
AlII	7815.83	1
AlII	7823.72	2
AlII	8086.91	0
AlII	8119.72	1
AlII	8121.89	0
AlII	8122.08	0
AlII	8123.52	0
AlII	8160.15	3
AlII	8354.35	10
AlII	8359.23	1
AlII	8359.57	9
AlII	8363.3	8
AlII	8363.52	1
AlII	8640.7	8
AlII	8671.06	0
AlII	8671.28	1
AlII	8674.92	2
AlII	8675.28	1
AlII	8680.31	3
AlII	8858.39	1
AlII	8858.77	0
AlII	9124.27	0
AlII	9249.41	1
AlII	9286.58	1
AlII	9286.79	2
AlII	9288.15	3
AlII	9288.55	2
AlII	9290.65	6
AlII	9290.75	5
AlII	9331.55	3
AlII	9331.98	2
AlII	10076.29	6
AlII	10077.32	1
AlII	10077.53	0
AlII	10107.19	4
AlII	10108.01	0
AlII	10108.37	0
AlII	10122.5	0
AlIII	3283.11	0
AlIII	3287.37	1
AlIII	3601.62	20
AlIII	3601.92	1
AlIII	3612.35	15
AlIII	3658.3	10
AlIII	3702.09	10
AlIII	3713.1	15
AlIII	3980.56	2
AlIII	4141.25	0
AlIII	4142.15	2
AlIII	4149.9	10
AlIII	4149.92	1
AlIII	4150.14	8
AlIII	4188.88	0
AlIII	4357.24	10
AlIII	4364.59	2
AlIII	4479.89	3
AlIII	4479.97	4
AlIII	4490.9	2
AlIII	4512.54	8
AlIII	4528.91	1
AlIII	4529.18	10
AlIII	4701.65	6
AlIII	4903.71	4
AlIII	5150.86	6
AlIII	5163.9	7
AlIII	5172.6	1
AlIII	5260.91	0
AlIII	5696.47	8
AlIII	5722.65	6
AlVII	3068.8	10
AlVII	3074	10
AlVII	3093.4	10
AlVII	3098.7	10
ArI	3606.52	50
ArI	3947.5	40
ArI	3948.98	100
ArI	4044.42	100
ArI	4158.59	100
ArI	4164.18	80
ArI	4181.88	80
ArI	4190.71	50
ArI	4191.03	100
ArI	4198.32	100
ArI	4200.68	100
ArI	4251.19	60
ArI	4259.36	100
ArI	4266.29	100
ArI	4272.17	100
ArI	4300.1	100
ArI	4333.56	90
ArI	4335.34	70
ArI	4345.17	90
ArI	4510.73	80
ArI	4522.32	40
ArI	4596.1	90
ArI	4628.44	90
ArI	4702.32	100
ArI	5495.87	20
ArI	5650.7	30
ArI	6032.12	30
ArI	6752.83	20
ArI	6965.43	20
ArI	7067.22	20
ArI	7147.04	8
ArI	7503.87	15
ArI	7635.11	500
ArI	7723.76	200
ArI	7724.21	200
ArI	7948.18	400
ArI	8006.16	600
ArI	8014.79	800
ArI	8103.69	2000
ArI	8115.31	4000
ArI	8264.52	1500
ArI	8408.21	3000
ArI	8424.65	2500
ArI	8521.44	2000
ArI	8667.94	400
ArI	9122.97	500
ArI	9224.5	1000
ArI	9354.22	200
ArI	9657.78	1500
ArI	9784.5	1000
ArI	10470.05	500
ArI	10673.55	500
ArII	2979.05	6
ArII	3000.14	4
ArII	3000.45	5
ArII	3003	3
ArII	3014.49	5
ArII	3026.75	4
ArII	3028.93	6
ArII	3033.52	6
ArII	3046.1	4
ArII	3053.2	3
ArII	3060.94	5
ArII	3066.92	4
ArII	3082.99	4
ArII	3085.05	4
ArII	3088.24	5
ArII	3093.41	8
ArII	3094.98	3
ArII	3099.97	4
ArII	3102.63	3
ArII	3104.38	5
ArII	3108.82	0
ArII	3109.75	3
ArII	3136.55	4
ArII	3137.66	4
ArII	3139.02	7
ArII	3146.47	2
ArII	3148.24	3
ArII	3153.8	4
ArII	3161.38	4
ArII	3161.45	3
ArII	3163.61	1
ArII	3165.31	5
ArII	3169.68	8
ArII	3181.05	7
ArII	3186.19	3
ArII	3194.25	5
ArII	3204.34	5
ArII	3205.03	4
ArII	3207.61	4
ArII	3212.54	5
ArII	3216.75	4
ArII	3217.7	3
ArII	3221.64	3
ArII	3222.42	3
ArII	3226	3
ArII	3236.82	4
ArII	3243.7	7
ArII	3247.55	3
ArII	3249.82	7
ArII	3254.03	1
ArII	3259.71	4
ArII	3263.6	5
ArII	3269.05	2
ArII	3273.36	4
ArII	3281.72	6
ArII	3291.47	4
ArII	3293.66	7
ArII	3293.95	4
ArII	3306.5	3
ArII	3307.24	6
ArII	3341.77	2
ArII	3350.94	6
ArII	3361.73	3
ArII	3365.54	4
ArII	3366.59	4
ArII	3370.97	5
ArII	3373.87	2
ArII	3376.46	7
ArII	3379.48	2
ArII	3379.58	5
ArII	3383.94	2
ArII	3388.54	7
ArII	3397.89	4
ArII	3414.46	3
ArII	3421.64	5
ArII	3429.64	3
ArII	3430.44	4
ArII	3432.64	2
ArII	3438.14	0
ArII	3454.1	5
ArII	3464.14	6
ArII	3465.8	3
ArII	3466.34	5
ArII	3470.27	3
ArII	3471.59	2
ArII	3476.74	6
ArII	3478.24	4
ArII	3480.52	5
ArII	3487.33	3
ArII	3490.89	4
ArII	3491.24	6
ArII	3491.54	6
ArII	3499.49	5
ArII	3509.78	6
ArII	3514.39	9
ArII	3517.9	3
ArII	3520	6
ArII	3521.27	5
ArII	3521.98	4
ArII	3531.22	2
ArII	3532.19	0
ArII	3535.33	6
ArII	3543.16	5
ArII	3545.58	10
ArII	3545.84	9
ArII	3548.51	7
ArII	3550.03	4
ArII	3556.91	5
ArII	3559.53	6
ArII	3561.04	6
ArII	3562.19	4
ArII	3564.34	4
ArII	3565.02	5
ArII	3569.94	1
ArII	3570.77	0
ArII	3576.62	10
ArII	3581.62	6
ArII	3582.35	8
ArII	3588.44	10
ArII	3593.76	0
ArII	3594.41	0
ArII	3600.22	3
ArII	3601.51	4
ArII	3603.46	3
ArII	3603.91	3
ArII	3605.89	6
ArII	3611.84	4
ArII	3620.82	0
ArII	3621.06	0
ArII	3622.15	6
ArII	3634.83	4
ArII	3635.13	0
ArII	3635.67	2
ArII	3637.05	5
ArII	3637.89	3
ArII	3639.85	7
ArII	3650.9	4
ArII	3655.29	6
ArII	3656.05	5
ArII	3660.44	6
ArII	3669.62	5
ArII	3671.01	3
ArII	3673.26	4
ArII	3678.27	5
ArII	3680.06	5
ArII	3682.56	4
ArII	3692.17	0
ArII	3692.33	0
ArII	3706.94	4
ArII	3709.9	4
ArII	3713.03	2
ArII	3714.74	3
ArII	3717.17	5
ArII	3718.21	6
ArII	3720.43	5
ArII	3724.51	4
ArII	3729.29	10
ArII	3733.36	0
ArII	3735.49	4
ArII	3737.89	6
ArII	3746.46	4
ArII	3746.92	4
ArII	3750.5	4
ArII	3751.06	0
ArII	3753.53	4
ArII	3754.06	3
ArII	3763.52	5
ArII	3765.27	6
ArII	3766.13	5
ArII	3770.54	6
ArII	3774.54	3
ArII	3777.55	2
ArII	3780.84	8
ArII	3786.4	6
ArII	3796.6	4
ArII	3799.39	6
ArII	3803.19	6
ArII	3808.61	5
ArII	3809.49	7
ArII	3811.22	1
ArII	3819.04	4
ArII	3825.7	5
ArII	3826.83	6
ArII	3830.43	5
ArII	3841.54	3
ArII	3844.75	4
ArII	3845.42	5
ArII	3850.57	15
ArII	3855.18	0
ArII	3856.16	1
ArII	3868.53	8
ArII	3869.61	0
ArII	3872.15	5
ArII	3875.26	7
ArII	3880.34	4
ArII	3891.4	6
ArII	3891.97	7
ArII	3893.14	0
ArII	3895.26	2
ArII	3900.63	5
ArII	3911.58	5
ArII	3914.76	7
ArII	3922.54	1
ArII	3925.71	3
ArII	3928.62	9
ArII	3931.24	6
ArII	3932.55	7
ArII	3933.19	0
ArII	3944.27	8
ArII	3946.1	7
ArII	3952.74	6
ArII	3958.39	5
ArII	3968.36	4
ArII	3974.48	6
ArII	3974.76	6
ArII	3979.36	7
ArII	3988.18	4
ArII	3992.06	7
ArII	3994.81	5
ArII	4007.66	1
ArII	4011.23	3
ArII	4013.87	10
ArII	4031.41	2
ArII	4033.83	6
ArII	4035.47	6
ArII	4038.82	7
ArII	4042.2	1
ArII	4042.91	8
ArII	4047.51	3
ArII	4052.94	5
ArII	4053.56	0
ArII	4057.72	0
ArII	4065.14	3
ArII	4072.01	9
ArII	4072.4	7
ArII	4076.64	5
ArII	4076.96	4
ArII	4079.6	5
ArII	4080.67	4
ArII	4082.4	6
ArII	4096.47	0
ArII	4097.15	3
ArII	4099.47	3
ArII	4103.91	10
ArII	4112.83	5
ArII	4114.52	2
ArII	4116.39	4
ArII	4124.09	0
ArII	4127.09	0
ArII	4128.65	5
ArII	4129.7	4
ArII	4131.73	8
ArII	4147.43	1
ArII	4156.11	5
ArII	4168.98	3
ArII	4173.77	1
ArII	4178.39	5
ArII	4179.31	5
ArII	4182.98	0
ArII	4189.67	4
ArII	4199.93	3
ArII	4201.58	2
ArII	4201.99	5
ArII	4203.43	5
ArII	4205.19	0
ArII	4210	0
ArII	4217.45	4
ArII	4218.69	5
ArII	4222.67	5
ArII	4226.65	2
ArII	4227.02	4
ArII	4228.18	7
ArII	4229.89	4
ArII	4237.23	7
ArII	4243.71	2
ArII	4255.62	3
ArII	4266.53	10
ArII	4267.47	0
ArII	4275.19	4
ArII	4277.55	8
ArII	4282.9	7
ArII	4297.99	5
ArII	4300.66	6
ArII	4309.11	2
ArII	4309.25	3
ArII	4319.69	0
ArII	4331.25	10
ArII	4332.06	5
ArII	4336.51	3
ArII	4337.1	6
ArII	4338.24	1
ArII	4348.11	20
ArII	4352.23	6
ArII	4358.53	1
ArII	4362.07	5
ArII	4367.87	5
ArII	4370.76	6
ArII	4371.36	8
ArII	4372.09	0
ArII	4372.5	0
ArII	4374.87	3
ArII	4375.96	5
ArII	4379.25	1
ArII	4379.74	8
ArII	4383.79	4
ArII	4385.08	4
ArII	4394.65	2
ArII	4400.09	6
ArII	4401.02	7
ArII	4401.74	1
ArII	4420.9	7
ArII	4426.01	15
ArII	4430.18	9
ArII	4431.02	8
ArII	4433.83	5
ArII	4438.12	1
ArII	4439.45	3
ArII	4440.09	3
ArII	4448.47	1
ArII	4448.88	6
ArII	4460.56	6
ArII	4474.77	6
ArII	4480.85	0
ArII	4481.83	8
ArII	4490.99	5
ArII	4498.55	5
ArII	4502.95	5
ArII	4530.57	4
ArII	4535.51	4
ArII	4537.67	4
ArII	4538.73	1
ArII	4543.91	1
ArII	4545.08	10
ArII	4547.78	5
ArII	4561.03	4
ArII	4563.78	5
ArII	4564.43	5
ArII	4572.92	1
ArII	4579.39	8
ArII	4587.9	2
ArII	4589.93	9
ArII	4593.44	2
ArII	4598.77	5
ArII	4609.6	15
ArII	4611.25	3
ArII	4637.25	6
ArII	4649.06	0
ArII	4657.94	15
ArII	4666.28	2
ArII	4681.52	1
ArII	4682.29	4
ArII	4703.36	4
ArII	4721.62	4
ArII	4726.91	10
ArII	4730.69	2
ArII	4732.08	5
ArII	4735.93	15
ArII	4764.89	10
ArII	4792.12	5
ArII	4806.07	20
ArII	4847.9	8
ArII	4865.96	5
ArII	4867.59	3
ArII	4877.08	0
ArII	4879.9	12
ArII	4882.25	4
ArII	4888.29	0
ArII	4889.06	5
ArII	4904.75	6
ArII	4914.32	2
ArII	4933.24	6
ArII	4936.13	0
ArII	4942.96	4
ArII	4949.45	2
ArII	4965.12	7
ArII	4972.16	5
ArII	5009.35	8
ArII	5017.16	6
ArII	5017.63	2
ArII	5062.07	8
ArII	5090.55	2
ArII	5125.84	0
ArII	5141.84	6
ArII	5145.36	8
ArII	5162.8	1
ArII	5165.82	5
ArII	5176.28	3
ArII	5204.46	0
ArII	5216.84	3
ArII	5245.49	0
ArII	5286.92	5
ArII	5296.48	0
ArII	5305.77	3
ArII	5397.6	3
ArII	5402.69	3
ArII	5407.44	4
ArII	5454.41	3
ArII	5577.7	2
ArII	5625.74	0
ArII	5691.71	1
ArII	5724.37	0
ArII	5812.81	0
ArII	5843.8	0
ArII	5950.91	0
ArII	6077.43	0
ArII	6103.56	4
ArII	6114.92	10
ArII	6120.12	0
ArII	6123.38	3
ArII	6138.67	3
ArII	6172.28	7
ArII	6239.73	2
ArII	6243.13	6
ArII	6324.45	3
ArII	6376	0
ArII	6399.23	4
ArII	6437.63	2
ArII	6441.95	3
ArII	6483.1	6
ArII	6500.25	3
ArII	6509.16	0
ArII	6638.24	8
ArII	6639.72	7
ArII	6643.79	10
ArII	6666.36	5
ArII	6684.36	8
ArII	6756.61	5
ArII	6799.32	2
ArII	6808.55	3
ArII	6818.39	4
ArII	6861.3	4
ArII	6863.52	6
ArII	6886.57	6
ArII	6985.74	0
ArII	6990.16	2
ArII	7055.01	2
ArII	7077.03	1
ArII	7090.55	0
ArII	7233.58	4
ArII	7284.27	0
ArII	7348.11	2
ArII	7380.45	4
ArII	7440.54	0
ArII	7617.86	1
ArII	7689.36	3
ArIII	3005.1	10
ArIII	3024.05	12
ArIII	3054.82	12
ArIII	3064.77	10
ArIII	3078.15	10
ArIII	3109	10
ArIII	3285.85	25
ArIII	3301.88	20
ArIII	3311.25	20
ArIII	3336.13	25
ArIII	3344.72	20
ArIII	3358.49	15
ArIII	3391.85	15
ArIII	3480.55	20
ArIII	3499.67	12
ArIII	3503.58	15
ArIII	3795.37	20
ArIII	3858.32	10
ArIII	5191.4	10
ArIII	7135.8	10
ArIII	7751	10
ArIV	3016.15	5
ArIV	3037.98	6
ArIV	3077.4	8
ArIV	3134.9	3
ArIV	4711.4	10
ArIV	4740.3	10
ArIV	7169	10
ArIV	7236	10
ArIV	7263.3	10
ArIV	7332	10
ArV	4610	10
ArV	6434.9	10
ArV	7006.3	10
ArX	5534.6	10
ArXI	6919	10
ArXIV	4359	10
AsI	3032.85	40
AsI	3075.32	20
AsI	3119.6	50
AsI	8305.62	50
AsI	8428.94	100
AsI	8541.65	50
AsI	8564.71	100
AsI	8654.16	100
AsI	8821.76	150
AsI	8869.69	100
AsI	9267.29	25
AsI	9300.62	50
AsI	9597.94	100
AsI	9826.69	140
AsI	9833.76	80
AsI	9923.03	150
AsI	10023.98	100
AsII	4352.25	10
AsII	4552.37	8
AsII	4730.92	10
AsII	4985.6	8
AsII	5105.8	10
AsII	5107.8	10
AsII	5331.54	10
AsII	5558.31	10
AsII	5651.53	10
AsII	6022.81	10
AsII	6110.3	10
AsII	6170.47	10
AuI	3122.78	150
AuI	4065.09	45
AuI	4792.63	100
AuI	4811.61	60
AuI	5064.69	15
AuI	5837.29	40
AuI	6278.3	35
AuI	7510.74	200
B II	3451.41	10
B II	4121.95	7
B III	4243.6	3
B III	4487.46	5
B III	4497.58	10
BaI	3071.58	100
BaI	3501.11	200
BaI	3909.91	40
BaI	3935.72	50
BaI	3937.87	20
BaI	3993.4	80
BaI	3995.66	30
BaI	5424.55	100
BaI	5519.05	200
BaI	5535.48	1000
BaI	5777.62	400
BaI	5800.23	100
BaI	5971.7	100
BaI	5997.09	100
BaI	6019.47	100
BaI	6063.12	200
BaI	6110.78	300
BaI	6341.68	150
BaI	6450.85	125
BaI	6498.76	300
BaI	6527.31	250
BaI	6595.33	200
BaI	6675.27	80
BaI	6693.84	70
BaI	7059.94	2000
BaI	7195.24	200
BaI	7280.3	1000
BaI	7392.41	400
BaI	7488.08	200
BaI	7672.09	600
BaI	7780.48	400
BaI	7905.75	500
BaI	7911.34	200
BaII	3891.78	50
BaII	4130.65	80
BaII	4166	20
BaII	4216.04	5
BaII	4267.95	8
BaII	4287.8	3
BaII	4297.6	2
BaII	4309.32	8
BaII	4325.73	6
BaII	4326.74	2
BaII	4329.62	3
BaII	4405.23	4
BaII	4524.93	35
BaII	4554.03	1000
BaII	4708.94	8
BaII	4843.46	8
BaII	4847.14	3
BaII	4850.84	2
BaII	4899.93	35
BaII	4934.09	700
BaII	4957.15	10
BaII	4997.81	3
BaII	5013	10
BaII	5361.35	8
BaII	5391.6	10
BaII	5421.05	2
BaII	5428.79	2
BaII	5480.3	3
BaII	5784.18	8
BaII	5853.68	200
BaII	5981.25	8
BaII	5999.85	3
BaII	6135.83	4
BaII	6141.72	600
BaII	6378.91	5
BaII	6496.9	600
BaII	6769.62	10
BaII	6874.09	10
BaII	8710.82	3
BaII	8737.74	3
BeI	3321.01	10
BeI	3321.09	20
BeI	3321.35	30
BeI	3515.54	12
BeI	3736.28	10
BeI	3813.4	15
BeI	4407.91	10
BeI	4548.3	10
BeI	4572.67	15
BeI	8254.1	10
BeII	3130.42	50
BeII	3131.06	30
BeII	3241.84	10
BeII	3274.64	10
BeII	4360.69	9
BeII	4361.03	10
BeII	4673.46	20
BeII	5270.32	10
BeII	5270.84	12
BiI	3067.71	9
BiI	4722.33	8
BiI	4722.65	10
C I	4064.2	1
C I	4065.1	2
C I	4231.35	1
C I	4268.99	2
C I	4352.1	1
C I	4371.33	4
C I	4621.5	10
C I	4627.3	10
C I	4762.41	4
C I	4766.62	2
C I	4770	2
C I	4771.72	4
C I	4775.87	3
C I	4812.84	1
C I	4817.33	1
C I	4826.73	1
C I	4932	5
C I	5039.05	3
C I	5041.66	3
C I	5052.12	6
C I	5380.24	8
C I	5793.51	3
C I	5801.17	2
C I	5805.76	1
C I	6587.75	4
C I	6828.5	0
C I	7118.5	6
C I	7850	1
C I	8018	1
C I	8335.19	10
C I	8727.4	10
C I	9061.48	15
C I	9062.53	10
C I	9078.32	6
C I	9088.57	8
C I	9094.89	25
C I	9111.85	10
C I	9405.77	20
C I	9603.09	0
C I	9620.86	1
C I	9658.49	2
C I	9808.9	10
C I	9823.4	10
C I	9849.5	10
C I	10548	60
C I	10653.6	50
C I	10683.18	25
C I	10685.44	10
C I	10691.36	50
C I	10707.44	8
C I	10729.59	8
C I	10754.09	10
C I	11330.36	1
C I	11602.94	10
C I	11609.91	10
C I	11619	30
C I	11631.59	10
C I	11638.6	10
C I	11656	200
C I	11667.1	100
C I	11676.99	10
C I	11747.5	300
C I	11754	600
C I	11801.8	10
C I	11849.3	10
C I	11863	15
C I	11880.4	15
C I	11894.9	200
C I	12521	30
C I	12551	50
C I	12565	30
C I	12582.3	40
C I	12602.6	40
C I	12614.8	200
C I	13164.1	100
C II	2992.63	5
C II	3039.67	0
C II	3049.44	1
C II	3059.24	0
C II	3165.51	4
C II	3165.99	1
C II	3167.95	3
C II	3361.09	3
C II	3361.75	2
C II	3581.8	0
C II	3584.98	1
C II	3585.83	2
C II	3587.68	2
C II	3588.92	1
C II	3589.67	4
C II	3590.87	2
C II	3832.12	2
C II	3836.1	1
C II	3868.84	1
C II	3871.62	2
C II	3876.05	6
C II	3876.19	8
C II	3876.41	7
C II	3876.67	6
C II	3878.22	1
C II	3879.6	1
C II	3880.59	1
C II	3918.98	9
C II	3920.68	10
C II	3945.1	0
C II	3946.35	0
C II	3947.6	0
C II	3948.15	1
C II	3949.45	0
C II	3952.08	2
C II	3968.63	0
C II	3969.38	0
C II	3970.2	0
C II	3972.44	0
C II	3973.84	1
C II	3977.3	0
C II	3978.87	0
C II	3980.35	3
C II	4009.9	2
C II	4017.27	1
C II	4021.13	0
C II	4074.53	6
C II	4074.89	5
C II	4076	7
C II	4267.02	10
C II	4267.27	20
C II	4285.96	1
C II	4292	1
C II	4296.11	1
C II	4313.5	2
C II	4317.42	4
C II	4318.92	2
C II	4321.95	0
C II	4325.88	2
C II	4368.14	4
C II	4371.59	3
C II	4372.49	4
C II	4374.28	5
C II	4376.78	2
C II	4410.06	4
C II	4411.2	5
C II	4411.52	5
C II	4618.85	5
C II	4625.71	1
C II	4630.52	1
C II	4727.21	1
C II	4734.75	2
C II	4738.11	0
C II	4744.9	1
C II	4954.16	1
C II	4959.52	0
C II	4964.9	2
C II	5033.2	1
C II	5037	1
C II	5044.8	0
C II	5047.2	1
C II	5114.07	2
C II	5119.55	2
C II	5121.69	1
C II	5132.96	3
C II	5133.29	2
C II	5137.26	0
C II	5139.21	1
C II	5143.49	2
C II	5145.16	5
C II	5151.08	3
C II	5249.43	0
C II	5253.55	1
C II	5257.36	2
C II	5259.62	3
C II	5336.7	0
C II	5478.6	0
C II	5536	1
C II	5640.5	2
C II	5648.08	3
C II	5662.51	4
C II	5817.87	0
C II	5823.13	0
C II	5827.8	1
C II	5836.31	1
C II	5843.77	0
C II	5856.09	2
C II	5889.97	4
C II	5891.65	3
C II	5907.36	1
C II	5914.92	0
C II	5919.6	0
C II	6095.37	2
C II	6098.62	3
C II	6102.59	0
C II	6115.21	0
C II	6578.03	10
C II	6582.85	9
C II	6726.84	10
C II	6730.79	0
C II	6733.56	0
C II	6738.36	1
C II	6742.05	0
C II	6750.22	2
C II	6754.75	0
C II	6779.74	4
C II	6780.27	2
C II	6783.75	6
C II	6787.09	2
C II	6791.3	3
C II	6798.04	1
C II	6800.5	3
C II	6812.19	0
C II	7045.8	0
C II	7052.9	1
C II	7063.4	1
C II	7112.36	1
C II	7115.13	2
C II	7119.45	2
C II	7125.49	0
C II	7133.52	0
C II	7231.12	7
C II	7236.19	8
C III	3170.16	1
C III	3257.9	0
C III	3259.44	0
C III	3262.23	1
C III	3608.96	4
C III	3609.61	5
C III	3703.52	2
C III	3883.8	2
C III	3885.99	3
C III	3889.18	4
C III	3999.92	0
C III	4001.56	0
C III	4056.06	5
C III	4067.87	9
C III	4068.97	9
C III	4070.3	10
C III	4122.05	3
C III	4152.43	3
C III	4156.5	4
C III	4162.8	5
C III	4187.05	10
C III	4247.56	1
C III	4325.7	8
C III	4361.85	2
C III	4368.14	4
C III	4379.97	0
C III	4383.24	1
C III	4388.24	2
C III	4516.02	3
C III	4516.93	4
C III	4593.47	2
C III	4647.4	20
C III	4650.16	19
C III	4651.35	18
C III	4663.53	4
C III	4665.9	6
C III	4673.91	4
C III	5244.5	0
C III	5249.6	0
C III	5253.55	1
C III	5272.56	2
C III	5696	8
C III	5827.1	1
C III	5857.9	10
C III	5871.6	10
C III	5894.1	10
C III	6154.4	10
C III	6155.4	10
C III	6156.6	10
C III	6727.1	10
C III	6730.7	10
C III	6744.2	10
C III	6857.3	10
C III	6862.9	10
C III	6871.7	10
C IV	3936	10
C IV	4217	10
C IV	4441.81	0
C IV	4647	10
C IV	4658.64	5
C IV	4660	10
C IV	4665	10
C IV	4737	10
C IV	4789	10
C IV	5021	10
C IV	5023	10
C IV	5801.51	4
