ArI     3974
ArI     4065.65
ArI     4200.67
ArI	4259.36
ArI	4266.29
ArI	4272.17
ArII	4277.53
ArI	4300.10
ArII	4309.25
ArI	4333.56
ArI	4335.34
ArI	4345.17
ArII	4348.11
ArII	4370.75
ArII	4379.67
ArII	4385.06
ArII	4401.02
ArII	4426.01
ArII	4448.88
ArII	4474.77
ArII	4481.83
ArI	4510.73
ArII	4481.83
ArI	4510.73
ArI	4522.32
ArII	4545.08
BaII	4554.03
ArII	4579.39
ArII	4589.93
ArII	4609.60
ArII	4657.94
ArII	4702.316
ArII	4726.91
ArII	4735.93
ArII	4764.86
ArII	4806.07
ArII	4847.90
ArII	4879.90
ArII	4889.06
BaII	4934.09
ArII	4965.12
ArII	5009.35
ArII	5017.16
ArII	5062.07
ArII	5090.55
ArII	5125.84
ArII	5141.84
ArII	5145.36
ArI	5162.29
ArI	5187.75
ArII	5221.27
ArI	5421.35
ArI	5451.65
ArI	5495.87
BaI	5535.48
ArI	5572.54
ArI	5606.73
ArI	5650.70
BaI	5777.62
ArI	5834.26
ArI	5860.31
ArI	5882.62
ArI	5888.58
ArI	5912.08
ArI	5928.91
ArI	5942.67
BaI	5971.70
ArI	5937.30
ArI	6032.12
ArI	6043.22
ArI	6059.37
ArI	6114.92
Mg2.5	6212.50
ArI	6296.87
ArI	6307.66
ArI	6369.57
ArI	6384.72
ArI	6416.31
ArI	6483.08
BaI	6498.76
BaI	6527.31
ArI	6583.11
BaI	6595.33
ArI	6604.85
ArI	6643.70
ArI	6660.68
ArI	6664.05
ArI	6666.36
ArI	6677.28
ArI	6684.29
ArI	6766.61
ArI	6891.29
ArI	6937.66
ArI	6965.43
ArI	7030.25
